datasheet_id|line|button|description
967|1|•|this model’s 2 heavy hades autocannons can be replaced with 2 ectoplasma cannons.
967|2|•|this model’s forgefiend jaws can be replaced with 1 ectoplasma cannon.
968|1|•|this model’s lasher tendrils can be replaced with 2 magma cutters.
969|1|•|this model’s twin heavy flamer can be replaced with one of the following: 1 havoc launcher; 1 defiler scourge.
969|2|•|this model’s reaper autocannon can be replaced with one of the following: 1 twin heavy bolter; 1 twin lascannon.
969|3|•|this model can be equipped with one of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta.
970|1|•|this model’s gorestorm cannon can be replaced with one of the following: 1 daemongore cannon; 1 ichor cannon.
970|2|•|this model’s hades gatling cannon can be replaced with 1 skullhurler.
1016|1|•|this model’s inferno bolt pistol can be replaced with one of the following: 1 plasma pistol; 1 warpflame pistol.
1016|2|•|this model’s force sword can be replaced with 1 force stave.
1017|1|•|this model's inferno combi-bolter can be replaced with one of the following: 1 inferno combi-melta; 1 prosperine khopesh.
1017|2|•|this model’s force stave can be replaced with 1 force axe.
1018|1|•|"this model can be equipped with one of the following instead of 1 bolt pistol: 1 weapon from the <i><span class=""tooltip00506"" data-tooltip-content=""#tooltip_content00506""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list; 1 weapon from the <i><span class=""tooltip00507"" data-tooltip-content=""#tooltip_content00507""><span class=""tt"">pistols</span></span></i> list; 1 weapon from the <i><span class=""tooltip00508"" data-tooltip-content=""#tooltip_content00508""><span class=""tt"">combi-weapons</span></span></i> list."
1018|2|•|this model can be equipped with one of the following instead of 1 force sword: 1 force axe; 1 force stave.
1019|1|•|any number of models can each have their autogun replaced with 1 autopistol and 1 brutal assault weapon.
1019|2|•|for every 10 models this unit contains, 1 thousand sons cultist’s autogun can be replaced with one of the following: 1 flamer; 1 heavy stubber.
1019|3|•|the thousand sons cultist champion’s autogun can be replaced with 1 shotgun and 1 brutal assault weapon.
1020|1|•|the aspiring sorcerer’s inferno bolt pistol can be replaced with one of the following: 1 plasma pistol; 1 warpflame pistol.
1020|2|•|any number of rubric marines can each have their inferno boltgun replaced with 1 warpflamer.
1020|3|•|1 rubric marine can have its inferno boltgun replaced with 1 soulreaper cannon.
1020|4|•|1 rubric marine can be equipped with 1 icon of flame.
1021|1|•|this model’s twin heavy bolter can be replaced with one of the following: 1 helbrute plasma cannon; 1 multi-melta; 1 reaper autocannon; 1 twin lascannon; 1 helbrute fist.
1021|2|•|this model’s missile launcher can be replaced with one of the following: 1 helbrute fist; 1 helbrute hammer; 1 power scourge.
1021|3|•|for each helbrute fist this model is equipped with, it can be equipped with one of the following: 1 heavy flamer; 1 inferno combi-bolter. that helbrute fist cannot then be replaced.
1022|1|•|this model can be equipped with one of the following: 1 inferno combi-bolter; 1 inferno combi-flamer; 1 inferno combi-melta.
1022|2|•|this model can be equipped with 1 havoc launcher.
1024|1|•|this model’s hades autocannon can be replaced with 1 baleflamer.
1025|1|•|this model can be equipped with one of the following: 1 inferno combi-bolter; 1 inferno combi-flamer; 1 inferno combi-melta.
1025|2|•|this model can be equipped with 1 havoc launcher.
1026|1|•|this model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.
1026|2|•|this model can be equipped with one of the following: 1 inferno combi-bolter; 1 inferno combi-flamer; 1 inferno combi-melta.
1026|3|•|this model can be equipped with 1 havoc launcher.
1027|1|•|this model can be equipped with one of the following: 1 inferno combi-bolter; 1 inferno combi-flamer; 1 inferno combi-melta.
1027|2|•|this model can be equipped with 1 havoc launcher.
1027|3|•|this model can be equipped with 1 vindicator siege shield.
1028|1|•|this model’s 2 heavy hades autocannons can be replaced with 2 ectoplasma cannons.
1028|2|•|this model’s forgefiend jaws can be replaced with 1 ectoplasma cannon.
1029|1|•|this model’s magma cutters can be replaced with lasher tendrils.
1030|1|•|this model’s twin heavy flamer can be replaced with one of the following: 1 havoc launcher; 1 defiler scourge.
1030|2|•|this model’s reaper autocannon can be replaced with one of the following: 1 twin heavy bolter; 1 twin lascannon.
1030|3|•|this model can be equipped with one of the following: 1 inferno combi-bolter; 1 inferno combi-flamer; 1 inferno combi-melta.
1032|1|•|this model can be equipped with 1 disc of tzeentch and 1 disc blades (<b>power rating +1</b>).
1033|1|•|this model’s inferno bolt pistol can be replaced with one of the following: 1 plasma pistol; 1 warpflame pistol.
1033|2|•|this model can be equipped with 1 prosperine khopesh.
1033|3|•|this model can be equipped with 1 disc of tzeentch and 1 disc blades (<b>power rating +1</b>).
1034|1|•|any number of models can each have their tzaangor blades replaced with 1 autopistol and 1 chainsword.
1034|2|•|1 tzaangor not equipped with a herd banner can be equipped with 1 brayhorn.
1034|3|•|1 tzaangor not equipped with a brayhorn can be equipped with 1 herd banner.
1035|1|•|the scarab occult sorcerer’s inferno combi-bolter can be replaced with 1 prosperine khopesh.
1035|2|•|for every 5 models in this unit, 1 scarab occult terminator’s inferno combi-bolter can be replaced with one of the following: 1 heavy warpflamer; 1 soulreaper cannon.
1035|3|•|for every 5 models in this unit, 1 scarab occult terminator can be equipped with 1 hellfyre missile rack.
1036|1|•|this model’s hellforged sword can be replaced with one of the following: 1 daemonic axe; 1 malefic talons.
1036|2|•|this model can be equipped with 1 wings (<b>power rating +2</b>).
1037|1|•|this model’s bolt pistol can be replaced with one of the following: 1 balesword; 1 chainaxe; 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma; 1 lightning claw; 1 plasma pistol; 1 power axe; 1 power fist; 1 power maul; 1 power sword.
1037|2|•|this model’s astartes chainsword can be replaced with one of the following: 1 balesword; 1 chainaxe; 1 lightning claw; 1 power axe; 1 power fist; 1 power maul; 1 power sword.
1038|1|•|this model’s combi-bolter can be replaced with one of the following: 1 combi-melta; 1 lightning claw.
1038|2|•|this model’s power axe can be replaced with one of the following: 1 chainfist; 1 lightning claw; 1 power fist.
1039|1|•|"this model can be equipped with one of the following instead of 1 bolt pistol: 1 weapon from the <i><span class=""tooltip00509"" data-tooltip-content=""#tooltip_content00509""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list; 1 weapon from the <i><span class=""tooltip00510"" data-tooltip-content=""#tooltip_content00510""><span class=""tt"">pistols</span></span></i> list; 1 weapon from the <i><span class=""tooltip00511"" data-tooltip-content=""#tooltip_content00511""><span class=""tt"">combi-weapons</span></span></i> list."
1039|2|•|"this model can be equipped with one of the following instead of 1 chainsword: 1 weapon from the <i><span class=""tooltip00509"" data-tooltip-content=""#tooltip_content00509""><span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list; 1 weapon from the <i><span class=""tooltip00510"" data-tooltip-content=""#tooltip_content00510""><span class=""tt"">pistols</span></span></i> list."
1041|1|•|this model’s combi-bolter can be replaced with one of the following: 1 combi-melta; 1 lightning claw.
1041|2|•|this model’s force stave can be replaced with one of the following. 1 chainfist; 1 force axe; 1 lightning claw; 1 power fist.
1043|1|•|any number of models can each have their autogun replaced with 1 autopistol and 1 brutal assault weapon.
1043|2|•|for every 10 models this unit contains, 1 death guard cultist's autogun can be replaced with one of the following: 1 flamer; 1 heavy stubber.
1043|3|•|the death guard cultist champion's autogun can be replaced with one of the following: 1 shotgun; 1 autopistol and 1 brutal assault weapon.
1044|1|•|the plague champion’s plague knife can be replaced with 1 daemonic plague blade.
1044|2|•|the plague champion’s boltgun can be replaced with one of the following: 1 bolt pistol; 1 plasma gun; 1 plasma pistol.
1044|3|•|the plague champion can be equipped with 1 power fist.
1044|4|•|1 plague marine’s boltgun can be replaced with 1 blight launcher.
1044|5|•|1 plague marine’s boltgun can be replaced with 1 plague spewer.
1044|6|•|if this unit contains 10 models, 1 additional plague marine’s boltgun can be replaced with one of the following: 1 blight launcher; 1 plague spewer.
1044|7|•|for every 5 models in this unit, 1 plague marine’s boltgun can be replaced with one of the following: 1 meltagun; 1 plague belcher; 1 plasma gun.
1044|8|•|for every 5 models in this unit, 1 plague marine’s boltgun can be replaced with 1 plague knife.
1044|9|•|for every 5 models in this unit. 1 plague marine’s boltgun can be replaced with 1 bubotic axe.
1044|10|•|for every 5 models in this unit, 1 plague marine’s boltgun can be replaced with 1 mace of contagion and 1 bubotic axe.
1044|11|•|for every 5 models in this unit, 1 plague marine’s boltgun can be replaced with 1 flail of corruption.
1044|12|•|for every 5 models in this unit, 1 plague marine’s boltgun can be replaced with 1 great plague cleaver.
1044|13|•|1 plague marine that is equipped with a boltgun can be equipped with 1 icon of despair. that boltgun cannot be replaced.
1044|14|•|1 plague marine that is equipped with a boltgun can be equipped with 1 sigil of decay. that boltgun cannot be replaced.
1046|1|•|this model’s multi-melta can be replaced with one of the following: 1 helbrute plasma cannon; 1 twin heavy bolter; 1 twin lascannon; 1 reaper autocannon; 1 helbrute fist.
1046|2|•|1 of this model’s helbrute fists can be replaced with 1 missile launcher.
1046|3|•|1 of this model’s helbrute fists can be replaced with one of the following: 1 helbrute hammer; 1 power scourge.
1046|4|•|for each helbrute fist this model is equipped with, it can be equipped with one of the following: 1 combi-bolter; 1 heavy flamer. that helbrute fist cannot then be replaced.
1047|1|•|this model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.
1047|2|•|this model can be equipped with 1 havoc launcher.
1049|1|•|this model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.
1049|2|•|this model can be equipped with 1 havoc launcher.
1050|1|•|this model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.
1050|2|•|this model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.
1050|3|•|this model can be equipped with 1 havoc launcher.
1051|1|•|this model’s twin heavy flamer can be replaced with one of the following: 1 havoc launcher; 1 defiler scourge.
1051|2|•|this model’s reaper autocannon can be replaced with one of the following: 1 twin heavy bolter; 1 twin lascannon.
1051|3|•|this model can be equipped with 1 of the following: 1 combi-bolter; 1 combi-flamer; 1 combi-melta; 1 combi-plasma.
1052|1|•|if this model is equipped with a hellforged sword, it can be equipped with 1 plague spewer.
1052|2|•|if this model is not equipped with a plague spewer, its hellforged sword can be replaced with one of the following: 1 daemonic axe; 1 malefic talons.
1052|3|•|if this model is not equipped with a plague spewer, it can be equipped with foetid wings (<b>power rating +2</b>). if it is, it cannot be equipped with a plague spewer.
1054|1|•|this model’s plaguereaper can be replaced with 1 manreaper and 1 orb of desiccation.
1055|1|•|this model can be equipped with 1 bolt pistol.
1057|1|•|this model’s fleshmower can be replaced with one of the following: 2 plaguespitters; 1 heavy blight launcher.
1098|1|•|this model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.
1099|1|•|this model's acastus autocannons can each be replaced with 1 acastus lascannon.
1099|2|•|this model’s ironstorm missile pod can be replaced with helios defence missiles.
1100|1|•|this model’s reaper chainsword can be replaced with 1 hekaton siege claw and 1 twin rad cleanser.
1114|1|•|one bloodletter that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1114|2|•|one bloodletter that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1115|1|•|one bloodcrusher that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1115|2|•|one bloodcrusher that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1120|1|•|this model can be equipped with one of the following: 1 baleful sword; 1 rod of sorcery.
1128|1|•|this model can be equipped with 1 horror infestation.
1130|1|•|this model’s bilesword can be replaced with 1 doomsday bell.
1130|2|•|this model’s plague flail can be replaced with 1 bileblade.
1132|1|•|one plaguebearer that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1132|2|•|one plaguebearer that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1135|1|•|one plague drone that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1135|2|•|one plague drone that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1135|3|•|any model’s foul mouthparts can be replaced with 1 prehensile proboscis.
1137|1|•|this model’s ritual knife can be replaced with one of the following: 1 living whip; 1 shining aegis; 1 sinistrous hand.
1142|1|•|one daemonette that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1142|2|•|one daemonette that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1145|1|•|one seeker that is not equipped with a daemonic icon can be equipped with 1 instrument of chaos.
1145|2|•|one seeker that is not equipped with an instrument of chaos can be equipped with 1 daemonic icon.
1149|1|•|this model’s hellforged sword can be replaced with one of the following: 1 daemonic axe; 1 malefic talons.
1149|2|•|this model can be equipped with 1 wings (<b>power rating +2</b>).
1151|1|•|this model’s warpsword can be replaced with 1 warpclaw.
1153|1|•|this model’s plasma destroyer can be replaced with one of the following: 1 conversion beam cannon; 1 infernus cannon; 1 magna-melta cannon.
1153|2|•|this model can be equipped with one of the following: 2 heavy bolters; 2 heavy flamers; 2 lascannons.
1153|3|•|this model can be equipped with 1 storm bolter.
1153|4|•|this model can be equipped with 1 hunter-killer missile.
1154|1|•|this model can be equipped with 1 hunter-killer missile.
1156|1|•|this model can be equipped with one of the following: 1 heavy bolter; 1 multi-melta; 1 twin heavy bolter; 1 twin heavy flamer.
1156|2|•|this model can be equipped with 1 hunter-killer missile.
1156|3|•|this model can be equipped with 1 storm bolter.
1156|4|•|this model can be equipped with one of the following: 1 explorator augury web; 1 heavy armour.
1157|1|•|this model can be equipped with 1 storm bolter.
1157|2|•|this model can be equipped with 1 hunter-killer missile.
1158|1|•|this model can be equipped with 1 multi-melta.
1158|2|•|this model can be equipped with 1 storm bolter.
1158|3|•|this model can be equipped with 1 hunter-killer missile.
1159|1|•|this model’s 2 twin volkite culverins can be replaced with 2 twin multi-meltas.
1159|2|•|this model can be equipped with 1 hunter-killer missile.
1159|3|•|this model can be equipped with 1 storm bolter.
1160|1|•|this model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.
1160|2|•|this model can be equipped with 1 hunter-killer missile.
1160|3|•|this model can be equipped with 1 storm bolter.
1161|1|•|this model can be equipped with one of the following: 2 heavy bolters: 2 lascannons.
1161|2|•|this model can be equipped with 1 hunter-killer missile.
1161|3|•|this model can be equipped with 1 storm bolter.
1162|1|•|this model can be equipped with one of the following: 2 heavy bolters: 2 lascannons.
1162|2|•|this model can be equipped with 1 hunter-killer missile.
1162|3|•|this model can be equipped with 1 storm bolter.
1163|1|•|this model’s 2 quad lascannons can be replaced with 2 laser destroyers.
1163|2|•|this model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
1163|3|•|this model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.
1164|1|•|this model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.
1164|2|•|this model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.
1165|1|•|this model can be equipped with one of the following: 2 heavy bolters; 2 lascannons.
1165|2|•|this model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.
1166|1|•|this model’s 2 quad lascannons can be replaced with 2 laser destroyers.
1166|2|•|this model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
1166|3|•|this model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.
1167|1|•|this model’s 2 quad lascannons can be replaced with 2 laser destroyers.
1167|2|•|this model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
1167|3|•|this model can be equipped with one of the following: 1 heavy bolter; 1 heavy flamer; 1 multi-melta; 1 storm bolter.
1169|1|•|this model’s 2 twin heavy bolters can be replaced with one of the following:
1169|2|-|2 assault cannons
1169|3|-|2 heavy plasma cannons
1169|4|-|2 missile launchers
1169|5|-|2 multi-meltas
1169|6|-|2 twin autocannons
1169|7|-|2 twin lascannons
1172|1|•|any of this model’s storm bolters can each be replaced with 1 heavy flamer.
1172|2|•|this model’s storm bolter and dreadnought combat weapon can be replaced with one of the following:
1172|3|-|assault cannon
1172|4|-|dreadnought inferno cannon
1172|5|-|heavy plasma cannon
1172|6|-|multi-melta
1172|7|-|twin lascannon
1172|8|•|this model’s assault cannon can be replaced with one of the following:
1172|9|-|dreadnought inferno cannon
1172|10|-|heavy plasma cannon
1172|11|-|multi-melta
1172|12|-|storm bolter and dreadnought combat weapon
1172|13|-|twin lascannon
1173|1|•|each of this model’s heavy plasma cannons can be replaced with one of the following: 1 conversion beam cannon; 1 kheres-pattern assault cannon; 1 multi-melta; 1 twin autocannon; 1 twin heavy bolter; 1 twin lascannon; 1 twin volkite culverin; 1 dreadnought chainfist and 1 storm bolter; 1 dreadnought combat weapon and 1 storm bolter.
1173|2|•|each of this model’s storm bolters can be replaced with one of the following: 1 graviton blaster; 1 heavy flamer; 1 contemptor plasma blaster.
1173|3|•|this model can be equipped with 1 cyclone missile launcher.
1174|1|•|this model's anvillus autocannon battery can be replaced with one of the following: 1 arachnus heavy lascannon battery; 1 hellfire plasma carronade; 1 volkite falconet battery.
1174|2|•|this model’s twin heavy bolter can be replaced with 1 twin heavy flamer.
1174|3|•|this model can be equipped with one of the following: 1 aiolos missile launcher; 1 boreas air defence missiles.
1175|1|•|each of this model’s grav-flux bombards can be replaced with one of the following: 1 cyclonic melta lance; 1 storm cannon; 1 meltagun and 1 leviathan siege claw; 1 meltagun and 1 leviathan siege drill.
1175|2|•|this model’s 2 heavy flamers can be replaced with 2 twin volkite calivers.
1175|3|•|this model can be equipped with 3 hunter-killer missiles.
1177|1|•|this model’s javelin missile launcher can be replaced with 2 lascannons.
1177|2|•|this model’s heavy bolter can be replaced with 1 multi-melta.
1177|3|•|this model can be equipped with up to 2 hunter-killer missiles.
1179|1|•|this model’s twin heavy bolter can be replaced with one of the following: 1 twin multi-melta; 1 typhoon missile launcher.
1179|2|•|this model’s 2 twin hellstrike launchers can be replaced with 2 twin lascannons.
1181|1|•|this model's 2 twin hellstrike missile launchers can be replaced with 2 twin lascannons.
1181|2|•|this model’s 2 twin autocannons can be replaced with 2 quad heavy bolters.
1183|1|•|this model's thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.
1183|2|•|this model’s thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery.
1186|1|•|this model can be equipped with 1 hunter-killer missile.
1187|1|•|this model can be equipped with 1 hunter-killer missile.
1187|2|•|this model can be equipped with 1 storm bolter.
1188|1|•|this model can be equipped with 1 hunter-killer missile.
1188|2|•|this model can be equipped with 1 storm bolter.
1189|1|•|this model’s quad heavy bolter can be replaced with one of the following: 1 graviton cannon; 1 laser destroyer; 1 quad launcher.
1190|1|•|any number of models can each have their tarantula twin heavy bolter replaced with 1 tarantula twin lascannon.
1193|1|•|this model's deathstorm cannon array can be replaced with 1 deathstorm missile array.
1196|1|•|this model can be equipped with 1 hunter-killer missile.
1196|2|•|this model can be equipped with 1 storm bolter.
1196|3|•|this model can be equipped with 1 multi-melta.
1197|1|•|this model’s thunderhawk heavy cannon can be replaced with 1 turbo-laser destructor.
1197|2|•|this model's thunderhawk cluster bombs can be replaced with 1 hellstrike missile battery.
1198|1|•|this model can be equipped with 1 multi-melta.
1198|2|•|this model can be equipped with 1 storm bolter.
1198|3|•|this model can be equipped with 1 hunter-killer missile.
1199|1|•|this model can be equipped with 1 hunter-killer missile.
1199|2|•|this model can be equipped with one of the following: 1 repressor heavy flamer; 1 storm bolter.
1237|1|•|this model’s 2 hellstrike missiles can be replaced with 2 multiple rocket pods.
1249|1|•|"this model’s laspistol can be replaced with one of the following: 1 autopistol; 1 autogun; 1 lasgun; 1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list."
1249|2|•|"this model’s brutal assault weapon can be replaced with 1 weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1252|1|•|any number of models can each have their autogun replaced with 1 autopistol and 1 brutal assault weapon.
1252|2|•|for every 10 models in the unit, 1 renegade cultist’s autogun can be replaced with one of the following: 1 flamer; 1 heavy stubber.
1252|3|•|the renegade cultist champion’s autogun can be replaced with one of the following:
1252|4|-|1 autopistol and 1 brutal assault weapon.
1252|5|-|1 shotgun and 1 brutal assault weapon.
1253|1|•|any number of models can each have their autogun replaced with one of the following:
1253|2|-|1 lasgun.
1253|3|-|1 autopistol and 1 brutal assault weapon.
1253|4|•|"for every 10 models in this unit, 2 renegade militia models equipped with autoguns can form a renegade militia weapons team equipped with 1 weapon from the <i><span class=""tooltip00514"" data-tooltip-content=""#tooltip_content00514""><span class=""tt"">renegades</span> <span class=""tt"">heavy</span> <span class=""tt"">weapons</span></span></i> list."
1253|5|•|"for every 5 models in this unit, 1 renegade militia model’s autogun can be replaced with 1 weapon from the <i><span class=""tooltip00516"" data-tooltip-content=""#tooltip_content00516""><span class=""tt"">renegades</span> <span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
1253|6|•|1 renegade militia model equipped with an autogun or lasgun can be equipped with a chaos sigil. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a renegade vox-caster.
1253|7|•|1 renegade militia model equipped with an autogun or lasgun can be equipped with a renegade vox-caster. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a chaos sigil.
1253|8|•|the renegade militia champion’s autogun can be replaced with one of the following:
1253|9|-|1 lasgun.
1253|10|-|1 shotgun.
1253|11|-|"1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list."
1253|12|-|"1 weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1253|13|-|"1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list and 1 weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1253|14|•|the renegade militia champion can be equipped with krak grenades.
1254|1|•|any number of models can each have their laspistol replaced with one of the following: 1 autogun; 1 autopistol; 1 lasgun; 1 shotgun; 1 stub gun.
1254|2|•|"the renegade mutant champion can be equipped with one weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1256|1|•|any number of models can each have their autogun replaced with 1 lasgun.
1256|2|•|"2 renegade disciple models equipped with autoguns can form a renegade disciple weapons team equipped with 1 weapon from the <i><span class=""tooltip00514"" data-tooltip-content=""#tooltip_content00514""><span class=""tt"">renegades</span> <span class=""tt"">heavy</span> <span class=""tt"">weapons</span></span></i> list."
1256|3|•|"1 renegade disciple model’s autogun can be replaced with 1 weapon from the <i><span class=""tooltip00516"" data-tooltip-content=""#tooltip_content00516""><span class=""tt"">renegades</span> <span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
1256|4|•|1 renegade disciple model equipped with one of the following: 1 banner of the apostate; 1 banner of hate. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a renegade vox-caster.
1256|5|•|1 renegade disciple model equipped with an autogun or lasgun can be equipped with a renegade vox-caster. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a banner of the apostate or a banner of hate.
1257|1|•|any number of models can each have their autogun replaced with 1 lasgun.
1257|2|•|"2 renegade disciple models equipped with autoguns can form a renegade disciple weapons team equipped with 1 weapon from the <i><span class=""tooltip00514"" data-tooltip-content=""#tooltip_content00514""><span class=""tt"">renegades</span> <span class=""tt"">heavy</span> <span class=""tt"">weapons</span></span></i> list."
1257|3|•|"1 renegade disciple model’s autogun can be replaced with 1 weapon from the <i><span class=""tooltip00516"" data-tooltip-content=""#tooltip_content00516""><span class=""tt"">renegades</span> <span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
1257|4|•|1 renegade disciple model equipped with an autogun or lasgun can be equipped with a chaos sigil. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a renegade vox-caster.
1257|5|•|1 renegade disciple model equipped with an autogun or lasgun can be equipped with a renegade vox-caster. that model’s autogun or lasgun cannot be replaced and it cannot be equipped with a chaos sigil.
1257|6|•|the renegade disciple champion’s autogun can be replaced with one of the following:
1257|7|-|1 lasgun.
1257|8|-|"1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list and 1 weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1258|1|•|"this model’s laspistol can be replaced with one of the following: 1 autogun; 1 autopistol; 1 lasgun; 1 shotgun; 1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list."
1258|2|•|"this model’s brutal assault weapon can be replaced with one weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list."
1259|1|•|any number of models can each have their autogun replaced with one of the following:
1259|2|-|1 lasgun
1259|3|-|1 shotgun
1259|4|-|1 brutal assault weapon and 1 autopistol
1259|5|-|1 brutal assault weapon and 1 laspistol
1259|6|•|"up to 2 models can each have their autogun replaced with 1 weapon from the <i><span class=""tooltip00516"" data-tooltip-content=""#tooltip_content00516""><span class=""tt"">renegades</span> <span class=""tt"">special</span> <span class=""tt"">weapons</span></span></i> list."
1259|7|•|the marauder chief’s autogun can be replaced with one of the following:
1259|8|-|1 boltgun
1259|9|-|"1 weapon from the <i><span class=""tooltip00512"" data-tooltip-content=""#tooltip_content00512""><span class=""tt"">renegades</span> <span class=""tt"">ranged</span> <span class=""tt"">weapons</span></span></i> list and 1 weapon from the <i><span class=""tooltip00513"" data-tooltip-content=""#tooltip_content00513""><span class=""tt"">renegades</span> <span class=""tt"">melee</span> <span class=""tt"">weapons</span></span></i> list"
1261|1|•|1 model’s ogryn weapon can be replaced with 1 ogryn power drill.
1263|1|•|any number of models can each have their autogun replaced with 1 lasgun.
1263|2|•|"any number of models can each have their heavy stubber replaced with 1 weapon from the <i><span class=""tooltip00514"" data-tooltip-content=""#tooltip_content00514""><span class=""tt"">renegades</span> <span class=""tt"">heavy</span> <span class=""tt"">weapons</span></span></i> list."
1264|1|•|this model may replace its heavy bolter with a heavy flamer.
1264|2|•|this model may replace its multi-laser with a heavy flamer or a heavy bolter.
1264|3|•|"this model may take items from the <i><span class=""tooltip00487"" data-tooltip-content=""#tooltip_content00487""><span class=""tt"">vehicle</span> <span class=""tt"">equipment</span></span></i> list."
1265|1|•|any model may replace its heavy bolter with a heavy flamer or a multi-melta.
1265|2|•|"any model may take items from the <i><span class=""tooltip00487"" data-tooltip-content=""#tooltip_content00487""><span class=""tt"">vehicle</span> <span class=""tt"">equipment</span></span></i> list."
1266|1|•|any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher or lascannon.
1266|2|•|any model may take a sentinel chainsaw.
1266|3|•|any model may take a hunter-killer missile.
1267|1|•|any model may replace its multi-laser with a heavy flamer, autocannon, missile launcher, lascannon or plasma cannon.
1267|2|•|any model may take a sentinel chainsaw.
1267|3|•|any model may take a hunter-killer missile.
1268|1|•|any number of models can each be equipped with 1 hunter-killer missile.
