wargear_id|line|name|Range|type|S|AP|D|abilities
2218|2|Burst|24|Heavy 6|7|-2|1|
2219|1|Twin plasma projector|12|Heavy 2D3|6|-2|1|Each time an attack is made with this weapon, that attack automatically hits the target.
2220|1|Bolt volley|36|Assault 3|5|-1|2|
2220|2|Disintegration beam|15|Assault 1|5|-3|3|
2221|1|Beam|48|Heavy 1|9|-4|D3+3|Each time an attack is made with this profile, if that target is a <span class=kwb>VEHICLE</span> unit, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2221|2|Burst|36|Heavy 4|7|-2|1|
2222|1|Spiculus heavy bolt launcher|48|Heavy 3|7|-1|2|
2223|1|Atalan incinerator|12|Assault D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
2225|1|Heavy mortar|48|Heavy D6|6|-1|1|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon can target units that are not visible to the bearer.
2226|1|Liberator autostub|18|Pistol 2|5|-1|1|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2229|1|Twin autocannon|48|Heavy 4|7|-1|2|
2230|1|Chainsword|Melee|Melee|User|0|1|Each time the bearer fights, it can make 1 additional attack with this weapon.
2231|1|Injector goad|Melee|Melee|1|0|D3|Each time an attack is made with this weapon against a unit (excluding a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit), an unmodified wound roll of 2+ is always successful.
2234|1|Sanctus bio-dagger|Melee|Melee|1|0|1|Each time the bearer fights, it makes 1 additional attack with this weapon. Each time an attack is made with this weapon against a unit (excluding a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit), an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 3+ inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target and the attack sequence ends.
2236|1|Cult sniper rifle|36|Heavy 1|5|-3|2|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4+ inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2237|1|Heavy power weapon|Melee|Melee|+3|-2|3|
2238|1|Locus blades|Melee|Melee|+1|-3|2|
2240|1|Sword of the Void’s Eye|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon, you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> and you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2243|1|Oppressor’s Bane|15|Pistol 3|4|-2|2|Each time an attack is made with this weapon, the target is treated as having a <span class=tooltip00645 data-tooltip-content=#tooltip_content00645><span class=tt kwbu>crossfire</span> <span class=tt kwbu>marker</span></span> and as being <span class=tooltip00891 data-tooltip-content=#tooltip_content00891><span class=tt kwbu>Exposed</span></span> for that attack.
2246|1|The Gift From Beyond|48|Heavy 1|5|-3|3|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule. Each time an attack is made with this weapon, an unmodified would roll of 4+ inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2247|1|Sword of the Four-armed Emperor|Melee|Melee|+1|-4|1|Each time the bearer fights, it makes 4 additional attacks with this weapon. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 automatically wounds the target.
2253|1|Singularity generator|36|Heavy 3D3|8|-3|D6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2254|1|Synaptic obliterator|72|Heavy D3|16|-4|6|
2255|1|Transdimensional projector|24|Heavy D6|6|-2|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2256|1|Impaling strike|Melee|Melee|x2|-3|5|
2256|2|Reaping sweep|Melee|Melee|User|-1|2|Make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> for each attack made with this weapon.
2257|1|Penance|12|Pistol 1|4|-1|1|
2258|1|Evenfall|Melee|Melee|User|-1|1|
2259|1|Artificer bolt pistol|12|Pistol 1|4|-1|2|
2260|1|Barbarisater|Melee|Melee|+1|-3|D3|When making an attack with this weapon, add 1 to the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2261|1|Runestaff|Melee|Melee|+3|-1|D3|
2262|1|Electrobane grenades|6|Grenade 1|4|-1|1|When resolving an attack made with this weapon against a <span class=kwb>VEHICLE</span> unit, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 4-5 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any other damage, and an unmodified wound roll of 6 inflicts D3 mortal wounds on the target in addition to any other damage.
2265|1|Monster Slayer of Caliban|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon against a <span class=kwb>VEHICLE</span> or <span class=kwb>MONSTER</span> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2266|1|Ironfang of Ammagrimgul|Melee|Melee|+1|-2|D3|If the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> for an attack made by this weapon is an unmodified 6, the target model suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> instead of the normal damage.
2267|1|The Genecog Corpus|Melee|Melee|+1|-2|2|If the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> for an attack made by this weapon is an unmodified 6, the target model suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> instead of any normal damage.
2269|1|Howling Skysword of Galaleth|Melee|Melee|User|0|3|This weapon always <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wounds</a> on a roll of 2+.
2270|1|Warp-spawn Bane|Melee|Melee|User|0|2|This weapon always wounds on a roll of 2+. In addition, ignore <a href=/wh40k9ed/the-rules/core-rules/#Invulnerable-Saves>invulnerable saves</a> for attacks made by this weapon that target enemy <a href=/wh40k9ed/the-rules/core-rules/#PSYCHIC-PHASE>PSYKERS</a> or DAEMONS.
2271|1|Hammer of Sunderance|72|Heavy D6|8|-2|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2273|1|Transonic cannon|12|Assault D6|4|-1|2|Each time an attack is made with this weapon, that attack automatically hits the target. Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2274|1|Omnissian staff|Melee|Melee|+3|-1|2|
2275|1|Magnarail lance|36|Heavy 1|7|-3|3|
2276|1|The Holy Orb|6|Grenade 1|-|-|-|You can only use this weapon once per battle. This weapon automatically hits its target (no <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> are made). When this weapon hits a target, roll one D6 for every 10 models in the target unit (rounding up). For each roll of 2+ that unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
2277|1|Reaper chaincannon|24|Heavy 8|5|-1|1|
2278|1|Thunder hammer|Melee|Melee|x2|-2|3|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2279|1|Excruciator cannon|36|Assault 3|6|-2|2|
2280|1|Lashing warp energies|6|Assault 8|User|-2|2|
2281|1|Accursed crozius|Melee|Melee|+2|-1|2|
2282|1|Axe of dismemberment|Melee|Melee|+3|-3|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 inflicts 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> on the target and the attack sequence ends.
2283|1|Bladed limbs|Melee|Melee|6|-2|2|Each time the bearer fights, it makes 4 additional attacks with this weapon.
2284|1|Close combat weapon|Melee|Melee|User|0|1|
2285|1|Crushing fists|Melee|Melee|x2|-3|2|
2288|1|Impaler chainglaive|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon, if the bearer made a <a href=/wh40k9ed/the-rules/core-rules/#Charging-with-a-Unit>charge move</a> this turn, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2289|1|Soulflayer tendrils and claws|Melee|Melee|User|-3|2|
2291|1|Foecleaver|Melee|Melee|+4|-3|2|Each time an attack is made with this weapon against an <span class=kwb>IMPERIUM</span> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2293|1|Burning Rod|Melee|Melee|+3|-2|D3|Each time the bearer fights, after the bearer has resolved all of its attacks, select one enemy unit that was hit as a result of those attacks but was not destroyed. Roll 3D6: if the result is greater than or equal to the Leadership characteristic of that enemy unit, that enemy unit suffers 3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
2294|1|Mecha-serpents|Melee|Melee|+1|-1|2|Each time the bearer fights, it can make 1 (and only 1) attack with this weapon for each enemy model within 1 of the bearer.
2295|1|Caliban steel blade|Melee|Melee|User|-3|D3|Each time an attack is made with this weapon, on a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6+, that attack has a Damage characteristic of D6.
2296|1|Ghorisvex’s Teeth|Melee|Melee|User|-3|2|Each time the bearer fights, it makes 3 additional attacks with this weapon.
2302|1|Warp-twisted meltagun|18|Assault 1|9|-4|D6+2|
2302|2|Master-crafted boltgun|24|Rapid Fire 1|4|-1|2|
2303|1|Blade of the Relentless|Melee|Melee|+1|-4|2|Each time the bearer fights, it can make 1 additional attack with this weapon. Each time an attack is made with this weapon, on an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6, the target suffers 2 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> and the attack sequence ends.
2304|1|Orb of Unlife|9|Grenade 1|-|-|-|The bearer can only shoot with this weapon once per battle, and <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> made with this weapon can never generate additional hits (e.g. if the bearer is engaged in <span class=tooltip00892 data-tooltip-content=#tooltip_content00892><span class=tt kwbu>Wanton</span> <span class=tt kwbu>Destruction</span></span>). When an attack is made with this weapon, if a hit is scored:<br><ul><li>The target unit suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a> and the attack sequence ends. If the target unit contains 11 or more models or if the bearer is engaged in Wanton Destruction, the target unit suffers D3+3 mortal wounds instead and the attack sequence ends.</li><li>Until the end of the battle, subtract 1 from the Toughness characteristic of models in the target unit.</li></ul>
2308|1|Cacophonous melody|18|Assault 6|5|-1|1|
2308|2|Euphonic blast|24|Assault 1|9|-3|D3+3|
2310|1|Heirloom pistol|12|Pistol 1|4|-2|2|This weapon wounds on a 4+, unless it is targeting a VEHICLE or TITANIC unit, in which case it wounds on a 6+.
2311|1|Monomolecular rapier|Melee|Melee|User|-4|1|
2312|1|Archeotech grenade|6|Grenade D3|6|-1|D3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. You can only use this weapon once per battle.
2313|1|Force-orb cane|Melee|Melee|User|0|D3|
2314|1|Servo-stubber|12|Pistol 3|4|0|1|
2315|1|Vindictor (shooting)|8|Assault D6|5|-1|1|This weapon automatically hits its target. If the target is a CHAOS unit, roll two D6 to determine the number of attacks made with this weapon and discard the lowest result.
2316|1|Vindictor (melee)|Melee|Melee|+1|-1|1|
2317|1|Mk I assault cannon|24|Heavy 4|5|-1|1|
2318|1|Power claw|Melee|Melee|x2|-3|D3|When attacking with this weapon, subtract 1 from the <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2319|1|Stub pistol|9|Pistol 1|4|0|1|
2320|1|Kroot pistol|12|Pistol 1|5|-1|1|
2321|1|Power blade|Melee|Melee|User|-2|1|
2322|1|Laspistol|12|Pistol 1|3|0|1|
2323|1|Chaos stave|Melee|Melee|User|-1|D3|
2324|1|Electro-goads|Melee|Melee|+2|0|1|Each <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6+ made with this weapon scores 3 hits.
2325|1|Drone pulse|18|Pistol 1|3|0|1|
2326|1|Lasgun|24|Rapid Fire 1|3|0|1|
2328|1|Master-crafted occulus bolt carbine|24|Rapid Fire 1|4|0|2|Each time an attack is made with this weapon, the target does not receive the <a href=/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover>benefits of cover</a> against that attack.
2329|1|Marksman bolt carbine|24|Rapid Fire 1|4|0|1|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 automatically wounds the target.
2330|1|Accelerator autocannon|48|Heavy 3|7|-1|2|
2331|1|Executioner round|36|Heavy 1|5|-1|1|Each time an attack is made with this weapon profile, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>. Targets do not receive the <a href=/wh40k9ed/the-rules/core-rules/#Terrain-and-Cover>benefits of cover</a> against attacks made with this weapon profile.
2331|2|Hyperfrag round|36|Heavy D3|5|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>.
2331|3|Mortis round|36|Heavy 1|5|-2|2|Each time an attack is made with this weapon profile, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2332|1|Enormous claws|Melee|Melee|User|-3|D3|
2333|1|Vicious jaws|Melee|Melee|User|0|1|Each time you make a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6+ for this weapon, that hit is resolved at AP -2 instead.
2334|1|Heirloom pistol|12|Pistol 1|4|-2|2|
2335|1|Monomolecular cane-rapier|Melee|Melee|User|-4|1|
2336|1|Concussion grenade|6|Grenade D3|3|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon that targets a unit within 1 of any <a href=/wh40k9ed/the-rules/core-rules/#Obstacles>Obstacles</a> or <a href=/wh40k9ed/the-rules/core-rules/#Area-Terrain>Area Terrain</a> features, add 1 to the Strength and Damage characteristics of that attack.
2337|1|Artificer shotgun|12|Assault 2|4|0|2|If the target is within half range, add 1 to this weapons Strength characteristic.
2338|1|Rotor cannon|24|Heavy 4|4|-1|2|
2339|1|Voltaic pistol|12|Pistol 1|5|0|1|Each unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 made for an attack with this weapon scores 3 hits.
2340|1|Scalpel claw|Melee|Melee|User|-1|1|
2341|1|Dartmask|9|Pistol 1|1|-1|1|This weapon always wounds on a 2+ unless the target is TITANIC or a VEHICLE.
2342|1|Death Cult power blades|Melee|Melee|User|-2|1|
2343|1|Belly-flamer|12|Assault D6|4|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
2346|1|Diseased claws and fangs|Melee|Melee|User|0|1|Each time an attack is made with this weapon, re-roll a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 1.
2347|1|Hideous mutations|Melee|Melee|+1|-2|2|
2353|1|Living whip|12|Assault D6|6|-2|2|
2354|1|Coiled tentacles|Melee|Melee|+1|-2|3|<span class=tooltip00601 data-tooltip-content=#tooltip_content00601><span class=tt kwbu>Malefic</span> <span class=tt kwbu>3</span></span>
2355|1|Ravaging claws|Melee|Melee|User|-2|2|
2356|1|Soulpiercer|Melee|Melee|x2|-4|3|Each time an attack is made with this weapon against a <a href=/wh40k9ed/the-rules/core-rules/#Characters><span class=kwb>CHARACTER</span></a> model, this weapon has a Damage characteristic of D3+3.
2357|1|Scourging whip (shooting)|9|Assault 6|User|-2|1|
2358|1|Axe of Dominion|Melee|Melee|+3|-3|3|
2359|1|Scourging whip (melee)|Melee|Melee|User|-2|1|<span class=tooltip00601 data-tooltip-content=#tooltip_content00601><span class=tt kwbu>Malefic</span> <span class=tt kwbu>6</span></span>
2360|1|Twin cognis heavy stubber|36|Assault 8|4|0|1|
2361|1|Belleros energy cannon|36|Heavy 3D3|5|-1|2|<span class=tooltip00881 data-tooltip-content=#tooltip_content00881><span class=tt kwbu>Indirect</span> <span class=tt kwbu>Fire</span></span>. <a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. This weapon can target units that are not visible to the bearer.
2362|1|Disruptor missile launcher|36|Heavy D6|7|-2|D3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2363|1|Ferrumite cannon|48|Heavy 3|8|-3|3|
2364|1|Heavy laser destroyer|72|Heavy 2|12|-4|D3+3|
2365|1|Twin Icarus ironhail heavy stubber|36|Heavy 8|4|-1|1|Each time an attack is made with this weapon against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2370|1|War Dog autocannon|60|Heavy 2D3|7|-2|3|
2376|1|The Diamonas|72|Heavy 3|16|-5|D3+6|
2378|1|Strike|Melee|Melee|+8|-4|6|
2378|2|Sweep|Melee|Melee|+2|-3|2|Each time an attack is made with this weapon’s sweep profile, make 3 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
2384|1|Strike|Melee|Melee|x2|-3|8|
2384|2|Sweep|Melee|Melee|+2|-2|3|Each time an attack is made with this weapon’s sweep profile, make 2 <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit rolls</a> instead of 1.
2386|1|Karacnos mortar battery|60|Heavy 3D3|5|-1|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon, a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful, unless the target is a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit.
2387|1|Short range|0-24|Heavy 2D3|12|-1|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2387|2|Medium range|24-48|Heavy 2D3|14|-2|4|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2387|3|Long range|48-72|Heavy 2D3|16|-3|6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2389|1|Cerastus shock lance (shooting)|18|Heavy 6|6|-1|D3|
2390|1|Short range|0-18|Heavy D3|6|0|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2390|2|Medium range|18-42|Heavy D3|8|-1|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2390|3|Long range|42-72|Heavy D3|10|-2|4|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2391|1|Graviton pulsar|24|Heavy D6|6|-3|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack made with this weapon is allocated to a model with a Save characteristic of 3+ or better, that attack has a Damage characteristic of 3.
2392|1|Lightning lock|36|Heavy 6|6|-2|1|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 scores 2 additional hits.
2393|1|Rad cleanser|9|Assault D6|2|0|3|Each time an attack is made with this weapon, that attack automatically hits the target. Each time an attack is made with this weapon, a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful, unless the target is a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit.
2394|1|Volkite veuglaire|36|Heavy 5|6|-1|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2395|1|Siege claw|Melee|Melee|x2|-3|D6|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>. Each time an attack is made with this weapon, if that attack targets a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit, add 2 to the Damage characteristic.
2396|1|Karacnos mortar battery|60|Heavy 3D3|5|-1|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon, a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful, unless the target is a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit.
2397|1|Short range|0-24|Heavy 2D3|12|-1|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2397|2|Medium range|24-48|Heavy 2D3|14|-2|4|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2397|3|Long range|48-72|Heavy 2D3|16|-3|6|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2399|1|Contained|36|Heavy 4|8|-3|3|
2399|2|Singularity|36|Heavy D6+4|14|-4|3|Each time you select this profile to shoot with roll one D6; on a 1-3, the bearer suffers D3 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wounds</a>.
2400|1|Cerastus shock lance (shooting)|18|Heavy 6|6|-1|D3|
2401|1|Standard|Melee|Melee|+6|-4|6|
2401|2|Charged|Melee|Melee|x2|-4|8|
2402|1|Graviton pulsar|24|Heavy D6|6|-3|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack made with this weapon is allocated to a model with a Save characteristic of 3+ or better, that attack has a Damage characteristic of 3.
2403|1|Lightning lock|36|Heavy 6|6|-2|1|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a> of 6 scores 2 additional hits.
2404|1|Rad cleanser|9|Assault D6|2|0|3|Each time an attack is made with this weapon, that attack automatically hits the target. Each time an attack is made with this weapon, a <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 2+ is always successful, unless the target is a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit.
2405|1|Volkite veuglaire|36|Heavy 5|6|-1|2|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2406|1|Siege claw|Melee|Melee|x2|-3|D6|Each time an attack is made with this weapon, subtract 1 from that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>. Each time an attack is made with this weapon, if that attack targets a <span class=kwb>VEHICLE</span> or <span class=kwb>TITANIC</span> unit, add 2 to the Damage characteristic.
2407|1|Short range|0-18|Heavy D3|6|0|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2407|2|Medium range|18-42|Heavy D3|8|-1|3|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2407|3|Long range|42-72|Heavy D3|10|-2|4|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2414|1|Paired combat blades|Melee|Melee|User|-1|1|
2415|1|Occulus bolt carbine|24|Rapid Fire 1|4|0|1|Each time an attack is made with this weapon the target does not receive the benefits of cover against that attack.
2416|1|Incendium cannon|12|Heavy 2D6|5|-1|1|Each time an attack is made with this weapon, that attack automatically hits the target.
2417|1|Twin ironhail autocannon|48|Heavy 6|7|-1|2|
2418|1|Invictor fist|Melee|Melee|x2|-3|3|
2419|1|Instigator bolt carbine|24|Assault 1|4|-1|2|Each time you select a target for this weapon, you can ignore the <a href=/wh40k9ed/the-rules/core-rules/#Look-out-Sir>Look Out, Sir</a> rule.
2420|1|Las fusil|36|Heavy 1|8|-3|3|
2421|1|Krak missiles|48|Heavy 1|8|-2|D6|
2421|2|Frag missiles|48|Heavy D6|4|0|1|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>
2421|3|Icarus missiles|48|Heavy D3|7|-1|2|<a href=/wh40k9ed/the-rules/core-rules/#Blast-Weapons>Blast</a>. Each time an attack is made with this weapon profile against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2422|1|Ironhail skytalon array|36|Heavy 8|4|-1|1|Each time an attack is made with this weapon against an <a href=/wh40k9ed/the-rules/core-rules/#Aircraft><span class=kwb>AIRCRAFT</span></a> unit, add 1 to that attack’s <a href=/wh40k9ed/the-rules/core-rules/#1.-Hit-Roll>hit roll</a>.
2423|1|Dreadnought chainfist|Melee|Melee|x2|-4|2D3|Each time an attack made with this weapon is allocated to a <span class=kwb>VEHICLE</span> model, that attack has a Damage characteristic of 6.
2424|1|Hand flamer|12|Pistol D6|3|0|1|Each time an attack is made with this weapon, that attack automatically hits the target.
2427|1|Bellicos bolt rifle|24|Assault 4|5|-1|2|
2428|1|Lament|36|Heavy 1|5|-2|3|Each time an attack is made with this weapon, if the attack successfully wounds the target, it inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2430|1|Benediction of Fury|Melee|Melee|+2|-2|3|Each time an attack is made with this weapon, an unmodified <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a> of 6 inflicts 1 <a href=/wh40k9ed/the-rules/core-rules/#Mortal-Wounds>mortal wound</a> on the target in addition to any normal damage.
2433|1|Purgatorus|18|Pistol 3|5|-3|2|
2434|1|Artificer crozius|Melee|Melee|+2|-2|2|
2435|1|Artisan plasma pistol|12|Pistol 1|8|-3|2|
2436|1|Soldier’s Blade|Melee|Melee|+1|-4|2|
2440|1|Vengeance of Ultramar|24|Rapid Fire 4|4|0|1|When resolving an attack made with this weapon against a unit (other than a <span class=kwb>VEHICLE</span> unit), you can re-roll the <a href=/wh40k9ed/the-rules/core-rules/#2.-Wound-Roll>wound roll</a>.
2449|1|Sunwrath Pistol|12|Pistol 2|8|-3|2|
