id|name|faction_id|description
4664|Wulfen Howl (Aura)|SM|irrelevant
4665|Savage Killers|SM|each time you make an attack for a model in -ua-, if your army benefits from combat doctrines, the assault doctrine is treated as being active for your army for that attack. in addition, -ua- is always treated as having made a charge move for the purposes of the shock assault ability. 
4666|Murderlust|SM|irrelevant
4668|Explodes|SM|irrelevant
4669|Murder-maker|SM|irrelevant
4670|Force of Untamed Destruction|SM|-ma- cannot be a warlord and cannot have a warlord trait.
4671|Pack Mentality|SM|irrelevant
4672|Signum|SM|in your shooting phase, each time -ua- shoots, if it contains a long fang pack leader, you can select one model in -ua-. until the end of the phase, that model has a ballistic skill characteristic of 2+.
4673|Explodes|SM|irrelevant
4697|Dimensional Translocation|NEC|irrelevant
4698|Command Protocols|NEC|irrelevant
4719|Relentless March (Aura) |NEC|irrelevant
4720|Phaeron|NEC|-ma- can use its my will be done ability one additional time per turn.
4722|Prescient Strike|NEC|at the start of the fight phase, if -ma- is within engagement range of any -eu- units, it can fight first that phase.
4723|Timesplinter Mantle|NEC|-ma- has a 4-isv-.
4724|Relentless March (Aura)|NEC|irrelevant
4725|Ever-present Protector|NEC|if a detachment includes nemesor zahndrekh, then vargard obyron can be included in that detachment without taking up a battlefield role slot.
4727|Rites of Reanimation|NEC|"in your command phase, you can select one -fu- necrons -cu- within 6"" of -ma-. one destroyed model from that unit is reanimated. if the selected unit is a necron warriors unit, d3 destroyed models from that unit are reanimated instead. each unit can only be selected for this ability once per phase."
4728|Illuminor|NEC|-ma- can use its rites of reanimation ability one additional time per turn.
4731|Ancient Collector|NEC|if -ma- is included in your army, the dynastic heirlooms stratagem costs 1 fewer command points to use the first time you use it. if -ma- is included in your crusade force, the relic requisition costs 0 requisition points to use.
4732|Adaptive Strategy|NEC|irrelevant
4733|My Will Be Done|NEC|"in your command phase, you can select one -fu- -key-dynasty-key- -cu- within 9"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. each unit can only be selected for this ability once per phase."
4734|Canoptek control node|NEC|"the bearer has the following ability: ‘control node (aura): while a -fu- -key-dynasty-key- canoptek unit is within 6"" of -ma-, each time a model in that unit makes an attack, add 1 to that attack's hit roll.’"
4735|Dynastic Advisors|NEC|irrelevant
4736|Rites of Reanimation|NEC|"in your command phase, you can select one -fu- -key-dynasty-key- -cu- within 6"" of -ma-. one destroyed model from that unit is reanimated. if the selected unit is a necron warriors unit, d3 destroyed models from that unit are reanimated instead. each unit can only be selected for this ability once per phase."
4737|Harbinger of Despair|NEC|irrelevant
4738|Nightmare Shroud (Aura) |NEC|irrelevant
4739|Timesplinter Mantle|NEC|-ma- has a 4-isv-.
4740|Living Lightning|NEC|"at the start of the fight phase, roll one d6 for each -eu- unit within 6"" of -ma-: on a 4+, that unit suffers 1 mortal wound."
4741|Their Number is Legion|NEC|re-roll reanimation protocol rolls of 1 made for -ua-.
4742|Explodes|NEC|irrelevant
4743|Inescapable Death|NEC|each time -ma- makes a ranged attack, you can ignore any or all hit roll and ballistic skill modifiers, and the target does not receive the benefits of cover against that attack. in addition, each time -ma- fires overwatch, it scores hits on unmodified hit rolls of 2+, instead of 6.
4744|Multi-threat Eliminator|NEC|each time an -eu- model is destroyed by a ranged attack made by -ma-'s enmitic disintegrator pistols, after -ma- makes the rest of its attacks, it can shoot with one of its enmitic disintegrator pistols one additional time. these attacks cannot generate additional attacks.
4745|Guardian Protocols (Aura)|NEC|"while a -fu- -key-dynasty-key- infantry noble or dynastic agent infantry noble unit is within 3"" of -ua-, that unit can use the look out, sir rule even if -ua- contains fewer than 3 models."
4746|Terrifying Foes (Aura)|NEC|irrelevant
4747|Viral Construct|NEC|irrelevant
4748|Evasion Protocol|NEC|"while -ma- is within 3"" of a -fu- -key-dynasty-key- destroyer cult unit, -eu- models cannot target -ma- with ranged weapons unless it is the closest eligible target. in addition, -ua- cannot perform actions."
4749|Recall Protocol|NEC|irrelevant
4750|Infused Madness|NEC|"once per turn, at the start of either your charge phase or the fight phase, you can select one -fu- -key-dynasty-key- destroyer cult unit within 3"" of -ma-. if you do, roll one d6: on a 1, one model in that unit is destroyed. regardless of the result, until the end of the turn, add 1 to the strength and attacks characteristics of models in that unit. each unit can only be selected for this ability once per turn."
4751|Misdirection|NEC|-ea- against -ma-, subtract 1 from the hit roll.
4752|Drain Life|NEC|each time -ma- makes a melee attack that is allocated to an -eu- model, that -eu- model cannot use any rules to ignore the wounds it loses.
4753|Matter Absorption|NEC|irrelevant
4754|Explodes|NEC|irrelevant
4755|Hyperphase Reap-blades|NEC|each time a model in -ua- makes an attack with a hyperphase reap-blade, -uhr- 6 scores 1 additional hit.
4756|Whipcoil Bodies|NEC|-ema- -ua-, subtract 1 from that attack's hit roll.
4757|Tunnelling Horrors|NEC|irrelevant
4758|Slinking Strike|NEC|irrelevant
4759|Repulsor Platform|NEC|models in -ua- do not suffer the penalty to hit rolls incurred for firing heavy weapons in the same turn that their unit has moved.
4760|Sentinel Construct|NEC|"each time an -eu- unit declares a charge against a -fu- -key-dynasty-key- or dynastic agent unit within 6"" of -ma-, unless -ma- is within engagement range of any -eu- models, -ma- can fire overwatch at the charging unit as if it were also a target of that charge (this is in addition to any other units that are firing overwatch). each time -ma- fires overwatch, it makes attacks with its doomsday blaster using the high power profile."
4761|Explodes|NEC|irrelevant
4762|Supersonic|NEC|irrelevant
4763|Explodes|NEC|irrelevant
4764|Hard to Hit|NEC|-era- -ua-, subtract 1 from that attack's hit roll.
4765|Airborne|NEC|irrelevant
4766|Death Descending|NEC|irrelevant
4767|Noctilith Beacons|NEC|irrelevant
4768|Obeisance Generators|NEC|at the start of the fight phase, if there any -eu- units within engagement range of szarekh, then until the end of the phase, those units cannot fight until after all other eligible units from your army have done so.
4769|Phaeron of the Stars (Aura)|NEC|"while a -fu- necrons -cu- or triarch praetorians unit is within 6"" of szarekh, each time a ranged attack is made by a model in that unit, you can re-roll the hit roll."
4770|Phaeron of the Blades (Aura)|NEC|"while a -fu- necrons -cu- or triarch praetorians unit is within 6"" of szarekh, each time a melee attack is made by a model in that unit, you can re-roll the wound roll."
4771|Relentless March (Aura) |NEC|irrelevant
4772|My Will Be Done|NEC|"in your command phase, you can select one -fu- necrons core or triarch praetorians unit within 9"" of szarekh. until the start of your next command phase, each time a model in that unit makes an attack, add 1 to that attack's hit roll. each unit can only be selected for this ability once per phase."
4773|Voice of the Triarch|NEC|once per battle, at the start of any battle round, if szarekh is on the battlefield he can alter your command protocols. if he does, one command protocol that you did not assign to any battle rounds before the battle becomes active for your army for that battle round, instead of the one that you assigned to it.
4774|Triarchal Menhir|NEC|irrelevant
4775|The Silent King|NEC|irrelevant
4776|Transtemporal Force Field|NEC|models in -ua- have a 4-isv-.
4777|Preservative Auto-torpor|NEC|if szarekh has 8 or fewer wounds remaining, it cannot make attacks with its staff of stars and loses the phaeron of the stars ability. if szarekh has 4 or fewer wounds remaining, it cannot make attacks with its scythe of dust and loses the phaeron of the blades ability.
4778|Vengeance of the Enchained|NEC|irrelevant
4780|Convergence of Dominion|NEC|irrelevant
4781|Dominion Protocols (Aura)|NEC|irrelevant
4782|Dynastic Command Node|NEC|"while a command protocol is active for your army, -fu- units with the command protocols ability that are within 6"" of -ma- benefit from the selected directive(s) of the active command protocol."
4783|Translocation Protocols|NEC|irrelevant
4784|Tomb Citadel|NEC|irrelevant
4785|Ziggurat Dock|NEC|irrelevant
4786|Defence Field (Aura)|NEC|"while a -fu- -key-dynasty-key- unit is within 6"" of -ua-’s power crucible model, models in that unit have a 5-isv-."
4787|Resurrection Amplifier (Aura)|NEC|"while a -fu- -key-dynasty-key- -cu- is within 6"" of -ua-’s power crucible model, add 1 to reanimation protocol rolls made for that unit."
4788|Wrecked|NEC|irrelevant
4790|Explodes|NEC|irrelevant
4791|Explodes|NEC|irrelevant
4792|Explodes|NEC|irrelevant
4793|Explodes|NEC|irrelevant
4794|Titanic|NEC|irrelevant
4795|Artillery Battery|NEC|irrelevant
4796|Drone Commander|UN|"whilst a spindle drone unit is within 6"" of any models with this ability, their threat level rising ability has no effect. instead, add 3 to the strength, armour penetration and damage characteristics of that unit’s drone pulse whilst it is within 6"" of any models with this ability."
4797|Hover Drones|UN|when -ma- would lose a wound, roll one d6; on a 5+ that wound is not lost.
4798|Martial Legacy|SM|irrelevant
4799|Explodes|SM|irrelevant
4800|Servant of the Chapter|SM|-ua- cannot be upgraded to be a master of sanctity.
4801|Badab War|SM|when mustering your army, you must select either the astral claws or tiger claws keyword for -ma-’s -key-chapter-key- keyword.
4802|Cut Them Down (Aura)|SM|"while a -fu- astral claws -cu- is within 6"" of -ma-, each time that unit fights, you can re-roll one hit roll and you can re-roll one wound roll when resolving that unit’s attacks."
4803|Void-hardened Armour|SM|-ma- has a 5-isv-.
4804|Mechanised Advance (Aura)|SM|"while a -fu- fire angels vehicle model is within 6"" of -ma-, that model has a 6-isv-."
4805|Stealth Modified Armour|SM|each time a ranged attack is allocated to -ma- while it is receiving the benefits of cover, add an additional 1 to any armour saving throw made against that attack.
4806|Grim Hunter|SM|-ma- is eligible to shoot in a turn in which it fell back.
4807|Infiltrate, Isolate, Destroy (Aura)|SM|irrelevant
4808|Hard as Stone (Aura)|SM|"while a -fu- novamarines core infantry unit is within 6"" of -ma-, each time an attack with an armour penetration characteristic of -1 is allocated to a model in that unit, that attack has an armour penetration characteristic of 0 instead."
4809|Master Duellist|SM|at the start of the fight phase, if -ma- is within engagement range of any -eu- character units, until the end of the phase, add 2 to -ma-’s attacks characteristic.
4810|Chief Apothecary|SM|at the end of your movement phase, -ma- can use its combat restoratives ability twice instead of once.
4811|Chief Librarian|SM|irrelevant
4812|Master of Sanctity|SM|-ma- knows one additional litany from the litanies of battle. in your command phase, if -ma- is on the battlefield, it can recite one additional litany it knows that has not already been recited by a -fu- model that turn.
4813|Hexagramatically Warded Armour|SM|irrelevant
4814|Explodes|SM|irrelevant
4815|Explodes|SM|irrelevant
4816|Stronghold|SM|irrelevant
4817|Wrecked|SM|irrelevant
4818|Explodes|SM|irrelevant
4819|Master of Devastation|SM|the first time you use the orbital bombardment stratagem, if -ma- is on the battlefield, that stratagem costs 0cp.
4820|Shadowed Fate|SM|"the first time -ma- is destroyed, you can choose to roll one d6 at the end of the phase instead of using any rules that are triggered when a model is destroyed (e.g. the only in death does duty end stratagem). if you do, then on a 4+, set -ma- back up on the battlefield as close as possible to where they were destroyed and more than 1"" away from any -eu- models, with d3 wounds remaining."
4821|Master of the Forge|SM|irrelevant
4822|Battle Alchemistry|SM|"in your command phase, -ma- can perform alchemy on one -fu- astral claws -cu- (excluding primaris units) within 3"" of it. until the start of your next command phase, each time a model in that unit makes a ranged attack with a bolt weapon, add 1 to that attack's strength characteristic."
4823|Leap into the Fray|SM|after -ma- finishes a charge move, select one -eu- unit within engagement range and roll one d6: on a 4+ that -eu- unit suffers d3 mortal wounds.
4824|Fury of the Minotaurs|SM|irrelevant
4825|Armour of Selket|SM|-ma- has a 4-isv-.
4826|Bane of the Damned|SM|"in your command phase, select one -fu- red scorpions -cu- within 6"" of -ma-. until the start of your next command phase, each time a model in that unit makes an attack against a psyker unit, you can re-roll the wound roll."
4827|Ancient Armour|SM|-ma- has a 4-isv-.
4828|Savagery Beyond Reason (Aura)|SM|"while a -fu- carcharodons core or carcharodons character unit is within 6"" of -ma-, each time a model in that unit makes a melee attack, add 1 to the strength characteristic of that attack."
4829|Command Uplink (Aura)|SM|"while a -fu- unit is within 6"" of -ma-, that unit is always considered to be within range of the following aura abilities of any -fu- -key-chapter-key- units that are on the battlefield: rites of battle; tactical precision."
4830|Command Authority|SM|at the start of your command phase, if -ma- is on the battlefield, roll one d6: on a 5+, you gain 1 command point.
4831|Tactical Resource|SM|irrelevant
4832|Stampeding Fury|SM|each time -ma- makes a charge move, you can select one -eu- unit within engagement range of it. roll one d6, adding 1 to the roll if that unit has the vehicle keyword: on a 3-5, that -eu- unit suffers 1 mortal wound; on a 6+, that -eu- unit suffers d3 mortal wounds.
4833|Explodes|SM|irrelevant
4834|Defensive Array|SM|in your shooting phase, each time -ma- is selected to shoot, its deathstorm cannon array or its deathstorm missile array can target, and resolve attacks against, every eligible -eu- unit. each time -ma- fires overwatch, it only resolves attacks with its weapons against the charging unit, but when doing so the type of its deathstorm cannon array is changed to heavy 12, and the type of its deathstorm missile array is changed to heavy 4.
4835|Explodes|SM|irrelevant
4836|Artillery and Crew|SM|"each rapier carrier and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier carrier model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier carrier’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4837|Dreadnought Transport|SM|irrelevant
4838|Explodes|SM|irrelevant
4839|Explodes|SM|irrelevant
4840|Explodes|SM|irrelevant
4842|Explodes|SM|irrelevant
4843|Explodes|GK|irrelevant
4883|Implacable Officer (Aura)|AM|irrelevant
4884|Memento Mori|AM|each time -ma- would lose a wound, roll one d6: on a 5+, that wound is not lost.
4885|Mindlock|AM|while -ua- contains a quartermaster revenant model, medicae-servitor models in -ua- have a weapon skill characteristic of 4+.
4886|Medi-pack (Aura)|AM|"while a -fu- krieg infantry unit is within 3"" of -ma-, each time a model in that unit would lose a wound, roll one d6: on a 6, that wound is not lost."
4887|Smoke Launchers|AM|once per game, instead of shooting any weapons in the shooting phase, -ma- can use its smoke launchers; until your next shooting phase your opponent must subtract 1 from all hit rolls for ranged weapons that target this vehicle.
4887|Smoke Launchers|RaH|once per game, instead of shooting any weapons in the shooting phase, -ma- can use its smoke launchers; until your next shooting phase your opponent must subtract 1 from all hit rolls for ranged weapons that target this vehicle.
4888|Recovery Vehicle|AM|irrelevant
4889|Explodes|AM|irrelevant
4890|Aerial Drop|AM|irrelevant
4891|Explodes|AM|irrelevant
4892|Weapons Team|AM|irrelevant
4893|Augmented Mount|AM|each time -ma- would lose a wound, roll one d6: on a 5+, that wound is not lost.
4894|Flanking Manoeuvres|AM|irrelevant
4895|Explodes|AM|irrelevant
4896|Explodes|AM|irrelevant
4896|Explodes|RaH|irrelevant
4897|Artillery Battery|AM|irrelevant
4898|Explodes|AM|irrelevant
4898|Explodes|RaH|irrelevant
4899|Explodes|AM|irrelevant
4900|Explodes|AM|irrelevant
4901|Artillery Battery|AM|irrelevant
4902|Explodes|AM|irrelevant
4903|Artillery Tractor|AM|"in your movement phase, each time -ma- is selected to make a normal move it can tow 1 -fu- -key-regiment-key- artillery model within 1"" of it. if it does, after -ma- has finished its move, that artillery model can be moved to a position on the battlefield that is within 12"" of its original location and within 1"" of -ma-. an artillery model cannot be towed more than once per turn."
4904|Explodes|AM|irrelevant
4905|Explodes|AM|irrelevant
4906|Explodes|AM|irrelevant
4907|Explodes|AM|irrelevant
4908|Explodes|AM|irrelevant
4909|Explodes|AM|irrelevant
4910|Heavy Armoured Prow|AM|-ma- has a 5-isv- -era-.
4911|Explodes|AM|irrelevant
4912|Explodes|RaH|irrelevant
4912|Explodes|AM|irrelevant
4913|Fortress Set-up|AM|irrelevant
4913|Fortress Set-up|UN|irrelevant
4914|Gates|AM|irrelevant
4914|Gates|UN|irrelevant
4915|Automated Weapons|AM|irrelevant
4915|Automated Weapons|UN|irrelevant
4916|Fire Points|AM|irrelevant
4916|Fire Points|UN|irrelevant
4917|Wrecked|AM|irrelevant
4917|Wrecked|UN|irrelevant
4918|Automated Weapons|UN|irrelevant
4918|Automated Weapons|AM|irrelevant
4919|Force Dome|AM|-ma- has a 5-isv-.
4919|Force Dome|UN|-ma- has a 5-isv-.
4920|Wrecked|AM|irrelevant
4920|Wrecked|UN|irrelevant
4921|Command Squadron|AM|for each death rider squadron commander unit included in a detachment, one death rider command squadron unit can be included in that detachment without taking up a battlefield role slot.
4922|Augmented Mount|AM|each time a model in -ua- would lose a wound, roll one d6: on a 5+, that wound is not lost.
4923|Sappers|AM|irrelevant
4924|Engineer Weapons Team|AM|irrelevant
4925|Explodes|AM|irrelevant
4926|Demolition Vehicle|AM|the bearer can be selected to shoot with if it is within engagement range of any -eu- units and can make attacks with its cyclops demolition charge when doing so. when -ua- is selected to shoot with its cyclops demolition charge, you must target and resolve attacks against every other visible unit within range (-fu- and -eu-), even if those units are within engagement range of models from a unit from the opposing side. after -ua- shoots with cyclops demolition charge, it is destroyed. in addition, -ma- cannot control objective markers or perform actions.
4927|Compact|AM|irrelevant
4928|Explodes|AM|irrelevant
4929|Artillery and Crew|AM|"each heavy mortar and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their heavy mortar model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the heavy mortar's model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4929|Artillery and Crew|RaH|"each heavy mortar and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their heavy mortar model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the heavy mortar's model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4930|Explodes|AM|irrelevant
4931|Explodes|AM|irrelevant
4931|Explodes|RaH|irrelevant
4932|Explodes|RaH|irrelevant
4932|Explodes|AM|irrelevant
4933|Explodes|AM|irrelevant
4934|Explodes|RaH|irrelevant
4934|Explodes|AM|irrelevant
4935|Artillery and Crew|AM|"each earthshaker carriage and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their earthshaker carriage model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the earthshaker carriage’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4935|Artillery and Crew|RaH|"each earthshaker carriage and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their earthshaker carriage model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the earthshaker carriage’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4936|Artillery and Crew|AM|"each heavy quad launcher and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their heavy quad launcher model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the heavy quad launcher’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4936|Artillery and Crew|RaH|"each heavy quad launcher and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their heavy quad launcher model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the heavy quad launcher’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4937|Explodes|AM|irrelevant
4937|Explodes|RaH|irrelevant
4938|Explodes|AM|irrelevant
4939|Artillery and Crew|AM|"each medusa carriage and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their medusa carriage model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the medusa carriage’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4939|Artillery and Crew|RaH|"each medusa carriage and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their medusa carriage model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the medusa carriage’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4940|Artillery and Crew|AM|"each rapier laser destroyer and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier laser destroyer model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier laser destroyer’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4940|Artillery and Crew|RaH|"each rapier laser destroyer and its crew are treated as a single model for all rules purposes (crew models must remain within 1"" of their rapier laser destroyer model). this means that the crew models cannot be targeted or attacked separately and that visibility and all ranges are measured to and from the rapier laser destroyer’s model, not the crew models. -ua- cannot advance, is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves."
4941|Explodes|AM|irrelevant
4942|Explodes|RaH|irrelevant
4942|Explodes|AM|irrelevant
4943|Explodes|AM|irrelevant
4944|Explodes|AM|irrelevant
4945|Explodes|AM|irrelevant
4945|Explodes|RaH|irrelevant
4946|Explodes|AM|irrelevant
4947|Explodes|AM|irrelevant
4948|Explodes|AM|irrelevant
4949|Explodes|AM|irrelevant
4950|Specialist Operators|AM|irrelevant
4951|Explodes|AM|irrelevant
4952|Explodes|RaH|irrelevant
4952|Explodes|AM|irrelevant
4953|Explodes|RaH|irrelevant
4953|Explodes|AM|irrelevant
4954|Explodes|AM|irrelevant
4955|Armoured Frontis|RaH|each time an attack with an armour penetration characteristic of -1 is allocated to -ma-, that attack has an armour penetration characteristic of 0 instead.
4955|Armoured Frontis|AM|each time an attack with an armour penetration characteristic of -1 is allocated to -ma-, that attack has an armour penetration characteristic of 0 instead.
4956|Explodes|AM|irrelevant
4957|Explodes|AM|irrelevant
4959|Explodes|AM|irrelevant
4960|Automated Emplacement|AM|each time a model in -ua- shoots, select one of the following keywords: infantry; vehicle. until those shots are resolved, when selecting targets for that model's attacks, you must select the closest eligible -eu- unit with that keyword. if there are no eligible units with either keyword, that model must target the closest eligible unit instead. -ua- is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves.
4960|Automated Emplacement|SM|each time a model in -ua- shoots, select one of the following keywords: infantry; vehicle. until those shots are resolved, when selecting targets for that model's attacks, you must select the closest eligible -eu- unit with that keyword. if there are no eligible units with either keyword, that model must target the closest eligible unit instead. -ua- is never eligible to charge or heroically intervene, and cannot make pile-in or consolidation moves.
4961|Explodes|AM|irrelevant
4962|The Sanctic Shield|INQ|-ma- has a 4-isv-. add 1 to armour saving throws made for -ma-. each time -ma- would lose a wound as a result of a mortal wound, roll one d6: on a 5+ that wound is not lost.
4963|Smoke Launchers|INQ|once per battle, in your shooting phase, instead of shooting any of the weapons -ma- is equipped with, it can use its smoke launchers. if it does, until the start of your next shooting phase, -era- -ma-, -s1hr-.
4964|Explodes|INQ|irrelevant
4965|Guardian Eternal|AC|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
4966|Explodes|SM|irrelevant
4967|Death Rider Officer|AM|-ma- can issue orders to cavalry units, as well as infantry units. all other rules for issuing orders still apply.
4969|Secutarii|AdM|irrelevant
4970|Explodes|QI|irrelevant
4971|Reactor Meltdown|TL|irrelevant
4971|Reactor Meltdown|HTL|irrelevant
4972|Battle Titan|TL|irrelevant
4972|Battle Titan|HTL|irrelevant
4973|Void Shields|HTL|-ma- has 6 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
4973|Void Shields|TL|-ma- has 6 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
4974|War Engine|HTL|irrelevant
4974|War Engine|TL|irrelevant
4975|Void Shields|HTL|-ma- has 8 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
4975|Void Shields|TL|-ma- has 8 void shields. each void shield has 3 shield points. while -ma- has any void shields, it has a 5-isv- -era-.each time a saving throw is failed for -ma- against a ranged attack, if it has any void shields, it does not suffer any damage. instead, for each point of damage inflicted, one of its void shields loses 1 shield point. once a void shield has lost a shield point, it must continue to lose shield points due to any further damage inflicted until it collapses. each time an attack causes a void shield to be reduced to 0 shield points, that void shield collapses: -ma- loses that void shield and any excess damage inflicted by that attack is lost. void shields can never be used to prevent mortal wounds (each mortal wound inflicted on a model with void shields causes that model to lose one wound as normal).at the start of your command phase, if -ma- has a void shield that has fewer than 3 shield points remaining, that void shield is restored to 3 shield points.
4977|Decimator claws|DG|if -ma- is equipped with 2 decimator claws, each time it fights, it makes one additional attack with 1 decimator claw.
4977|Decimator claws|TS|if -ma- is equipped with 2 decimator claws, each time it fights, it makes one additional attack with 1 decimator claw.
4977|Decimator claws|CSM|if -ma- is equipped with 2 decimator claws, each time it fights, it makes one additional attack with 1 decimator claw.
4978|Explodes|DG|irrelevant
4978|Explodes|CSM|irrelevant
4978|Explodes|TS|irrelevant
4979|Martial Legacy|CSM|irrelevant
4979|Martial Legacy|DG|irrelevant
4979|Martial Legacy|TS|irrelevant
4980|Relentless Hatred|TS|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
4980|Relentless Hatred|DG|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
4980|Relentless Hatred|CSM|each time an attack is allocated to -ma-, subtract 1 from the damage characteristic of that attack (to a minimum of 1).
4981|Hellforged Atomantic Shielding|TS|-ma- has a 5-isv-.
4981|Hellforged Atomantic Shielding|DG|-ma- has a 5-isv-.
4981|Hellforged Atomantic Shielding|CSM|-ma- has a 5-isv-.
4982|Explodes|CSM|irrelevant
4982|Explodes|DG|irrelevant
4982|Explodes|TS|irrelevant
4983|Explodes|TS|irrelevant
4983|Explodes|CSM|irrelevant
4983|Explodes|DG|irrelevant
4984|Thermal jets|TS|after the bearer has moved, you can select one unit the bearer moved across and roll one d6, subtracting 2 from the roll if that unit has the character keyword: on a 2-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds.
4984|Thermal jets|DG|after the bearer has moved, you can select one unit the bearer moved across and roll one d6, subtracting 2 from the roll if that unit has the character keyword: on a 2-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds.
4984|Thermal jets|CSM|after the bearer has moved, you can select one unit the bearer moved across and roll one d6, subtracting 2 from the roll if that unit has the character keyword: on a 2-5, that unit suffers d3 mortal wounds; on a 6, that unit suffers d6 mortal wounds.
4985|Hover Transport|TS|distances are measured to and from either -ma-’s hull or its base, whichever is the closest.
4985|Hover Transport|CSM|distances are measured to and from either -ma-’s hull or its base, whichever is the closest.
4985|Hover Transport|DG|distances are measured to and from either -ma-’s hull or its base, whichever is the closest.
4986|Slaughter Blades|CSM|if -ma- is equipped with 2 slaughter blades, each time it fights, it makes one additional attack with 1 slaughter blade.
4987|Explodes|CSM|irrelevant
