id|name|faction_id|source_id|role|unit_composition|Cost|cost_per_unit
1343|Chaos Vindicator Laser Destroyer|CSM|146.0|Heavy Support|A Chaos Vindicator Laser Destroyer is equipped with: combi-bolter; laser volley cannon.||False
1344|Primaris Captain|SM|139.0|HQ|A Primaris Captain is equipped with: bolt pistol; master-crafted auto bolt rifle; frag grenades; krak grenades.||False
1345|Primaris Librarian|SM|139.0|HQ|A Primaris Librarian is equipped with: bolt pistol; force sword; frag grenades; krak grenades.||False
1346|Primaris Chaplain|SM|139.0|HQ|A Primaris Chaplain is equipped with: absolvor bolt pistol; crozius arcanum; frag grenades; krak grenades.||False
1347|Lieutenant|SM|139.0|HQ|A Lieutenant is equipped with: bolt pistol; master-crafted boltgun; Astartes chainsword; frag grenades; krak grenades.||False
1348|Primaris Apothecary|SM|139.0|Elites|A Primaris Apothecary is equipped with: absolvor bolt pistol; reductor pistol; frag grenades; krak grenades.||False
1349|Reiver Squad|SM|139.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 10</b>. Every model is equipped with: special issue bolt pistol; combat knife; frag grenades; krak grenades.||False
1350|Aggressor Squad|SM|139.0|Elites|If this unit contains 4 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: 2 flamestorm gauntlets.||False
1351|Redemptor Dreadnought|SM|139.0|Elites|A Redemptor Dreadnought is equipped with: 2 fragstorm grenade launchers; heavy flamer; heavy onslaught gatling cannon; Redemptor fist.||False
1352|Repulsor|SM|139.0|Heavy Support|A Repulsor is equipped with: heavy onslaught gatling cannon; Icarus ironhail heavy stubber; ironhail heavy stubber; 2 krakstorm grenade launchers; 2 storm bolters; twin heavy bolter; hunter-slayer missile; auto launchers.||False
1353|Khârn the Betrayer|CSM|197.0|HQ|"Khârn the Betrayer is equipped with: Khârn’s plasma pistol; Gorechild; frag grenades; krak grenades. Your army can only include one <span class=""tooltip00257"" data-tooltip-content=""#tooltip_content00257"" data-tooltip-anchor=""#tooltip_content00257""><span class=""kwb"">KHÂRN</span> <span class=""kwb2"">THE</span> <span class=""kwb"">BETRAYER</span></span> model."||False
1354|Lucius the Eternal|CSM|12.0|HQ|"Lucius the Eternal equipped with: doom siren; duellist’s sword; frag grenades; krak grenades. Your army can only include one <span class=""tooltip00258"" data-tooltip-content=""#tooltip_content00258"" data-tooltip-anchor=""#tooltip_content00258""><span class=""kwb"">LUCIUS</span> <span class=""kwb2"">THE</span> <span class=""kwb"">ETERNAL</span></span> model."||False
1355|Exalted Champion|CSM|12.0|HQ|An Exalted Champion is equipped with: bolt pistol; combi-melta; exalted power axe; frag grenades; krak grenades.||False
1360|Grand Master in Nemesis Dreadknight|GK|13.0|HQ|A Grand Master in Nemesis Dreadknight is equipped with: 2 dreadfists.||False
1361|Brotherhood Librarian|GK|13.0|HQ|A Brotherhood Librarian is equipped with: Nemesis warding stave; frag grenades; krak grenades.||False
1362|Brotherhood Chaplain|GK|13.0|HQ|A Brotherhood Chaplain is equipped with: storm bolter; crozius arcanum; frag grenades; krak grenades.||False
1363|Stormhawk Interceptor|GK|13.0|Flyers|A Storm hawk Interceptor is equipped with: 2 assault cannons; las-talon; skyhammer missile launcher; infernum halo-launcher.||False
1364|Stormtalon Gunship|GK|13.0|Flyers|A Stormtalon Gunship is equipped with: skyhammer missile launcher; twin assault cannon.||False
1367|Foul Blightspawn|DG|14.0|Elites|A Foul Blightspawn is equipped with: plague sprayer; blight grenades; krak grenades; unholy death’s head grenade.||False
1368|Biologus Putrifier|DG|14.0|Elites|A Biologus Putrifier is equipped with: injector pistol; plague knife; hyper blight grenades; krak grenades.||False
1369|Plague Surgeon|DG|14.0|Elites|A Plague Surgeon is equipped with: bolt pistol; balesword; blight grenades; krak grenades.||False
1370|Tallyman|DG|14.0|Elites|A Tallyman is equipped with: plasma pistol; blight grenades; krak grenades.||False
1371|Deathshroud Terminators|DG|14.0|Elites|If this unit contains 4 or more models, it has <b>Power Rating 18</b>. Every model is equipped with: plaguespurt gauntlet; manreaper.||False
1372|Blightlord Terminators|DG|14.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 20</b>. Every model is equipped with: combi-bolter; balesword.||False
1374|Myphitic Blight-haulers|DG|14.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 14</b>. If this unit contains 3 models, it has <b>Power Rating 21</b>. Every model is equipped with: bile spurt; missile launcher; multi-melta; gnashing maw.||False
1376|Plagueburst Crawler|DG|14.0|Heavy Support|A Plagueburst Crawler is equipped with: Plagueburst mortar; heavy slugger; 2 entropy cannons.||False
1377|Mortarion|DG|14.0|Lords of War|"Mortarion is equipped with: the Lantern; attendants’ claws and teeth; Silence; phosphex bombs. Your army can only include one <span class=""tooltip00265"" data-tooltip-content=""#tooltip_content00265"" data-tooltip-anchor=""#tooltip_content00265""><span class=""kwb"">MORTARION</span></span> model."||False
1383|Mukaali Riders|AM|145.0|Fast Attack|If this unit contains 4 or more models, it has <b>Power Rating 6</b>. Every model is equipped with: laspistol; hunting lance; stomping feet; frag grenades.||False
1385|Grot Bomm Launcha|ORK|145.0|Fast Attack|A Grot Bomm Launcha is equipped with: Grot-guided bomm.||False
1386|Attack Fighta|ORK|145.0|Flyers|An Attack Fighta is equipped with: 2 twin big shootas.||False
1387|Fighta-bommer|ORK|145.0|Flyers|A Fighta-bommer is equipped with: 3 twin big shootas.||False
1388|Dethrolla Battle Fortress|ORK|145.0|Lords of War|A Dethrolla Battle Fortress is equipped with: kannon; 2 twin big shootas; 2 zzap guns; deff rolla.||False
1389|Kill Krusha|ORK|145.0|Lords of War|A Kill Krusha is equipped with: Krusha kannon.||False
1390|Raven Strike Fighter|DRU|145.0|Flyers|A Raven Strike Fighter is equipped with: 2 dark lances; splinterstorm cannon.||False
1391|Knarloc Riders|TAU|145.0|Fast Attack|If this unit contains 4 or more models, it has <b>Power Rating 8</b>. Every model is equipped with: Kroot rifle; Knarloc beak and talons.||False
1392|Great Knarloc|TAU|145.0|Heavy Support|A Great Knarloc is equipped with: Great Knarloc beak and talons.||False
1393|Firestorm|AE|145.0|Heavy Support|A Firestorm is equipped with: Firestorm scatter laser; twin shuriken catapult.||False
1394|Ministorum Priest|AM|16.0|Elites|A Ministorum Priest is a single model armed with a laspistol, frag grenades and krak grenades.||False
1395|Crusaders|AM|16.0|Elites|This unit contains 2 Crusaders. It may contain up to 2 additional Crusaders (<b>Power Rating +2</b>), up to 4 additional Crusaders (<b>Power Rating +4</b>), up to 6 additional Crusaders (<b>Power Rating +6</b>) or up to 8 additional Crusaders (<b>Power Rating +8</b>). Each Crusader is armed with a power sword.||False
1396|Tech-Priest Enginseer|AM|16.0|Elites|A Tech-Priest Enginseer is a single model armed with an Omnissian axe, a laspistol and a servo-arm.||False
1397|Servitors|AM|16.0|Elites|This unit contains 4 Servitors. Each Servitor is armed with a servo-arm.|30.0|True
1398|Ogryn Bodyguard|AM|16.0|Elites|An Ogryn Bodyguard is a single model armed with a ripper gun, a huge knife and frag bombs.||False
1400|Bonesinger|AE|108.0|Elites|A Bonesinger is a single model equipped with: psytronome shaper.||False
1401|Neurothrope|TYR|20.0|HQ|||False
1402|Screamer-Killers|TYR|20.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 14</b>. If this unit contains 3 models, it has <b>Power Rating 21</b>. Every model is equipped with: 1 bio-plasmic scream; 4 Screamer-killer talons.||False
1403|Thornbacks|TYR|20.0|Heavy Support|If this unit contains 2 models, it has <b>Power Rating 14</b>. If this unit contains 3 models, it has <b>Power Rating 21</b>. Every model is equipped with: 2 devourers with brainleech worms; 2 Carnifex scything talons.||False
1406|Sly Marbo|AM|22.0|Elites|Sly Marbo is a single model. He is armed with a ripper pistol, frag grenades and an envenomed blade. Only one of this model may be included in your army.||False
1446|Trajann Valoris|AC|24.0|HQ|"Trajann Valoris is equipped with: Watcher’s Axe; misericordia. Your army can only include one <span class=""tooltip00152"" data-tooltip-content=""#tooltip_content00152"" data-tooltip-anchor=""#tooltip_content00152""><span class=""kwb"">TRAJANN</span> <span class=""kwb"">VALORIS</span></span> model."||False
1447|Shield-Captain|AC|24.0|HQ|A Shield-Captain is equipped with: guardian spear.||False
1448|Shield-Captain in Allarus Terminator Armour|AC|24.0|HQ|A Shield-Captain in Allarus Terminator Armour is equipped with: balistus grenade launcher; guardian spear.||False
1449|Shield-Captain on Dawneagle Jetbike|AC|24.0|HQ|A Shield-Captain on Dawneagle Jetbike is equipped with: hurricane bolter; interceptor lance.||False
1450|Custodian Wardens|AC|24.0|Elites|If this unit contains 4-5 models, it has <b>Power Rating 12</b>. If this unit contains 6-8 models, it has <b>Power Rating 20</b>. If this unit contains 9 or more models, it has <b>Power Rating 25</b>. Every model is equipped with: guardian spear.||False
1451|Vexilus Praetor|AC|24.0|Elites|A Vexilus Praetor is equipped with: guardian spear; vexilla defensor.||False
1452|Vexilus Praetor in Allarus Terminator Armour|AC|24.0|Elites|A Vexilus Praetor in Allarus Terminator Armour is equipped with: balistus grenade launcher; vexilla defensor.||False
1453|Allarus Custodians|AC|24.0|Elites|Increase this unit’s <b>Power Rating</b> by <b>+3</b> for every additional model it includes. Every model is equipped with: balistus grenade launcher; guardian spear.||False
1454|Vertus Praetors|AC|24.0|Fast Attack|Increase this unit’s <b>Power Rating</b> by <b>+4</b> for every additional model it includes. Every model is equipped with: hurricane bolter; interceptor lance.||False
1455|Bloodmaster|CD|25.0|HQ|A Bloodmaster is equipped with: blade of blood.||False
1456|Skullmaster|CD|25.0|HQ|A Skullmaster is equipped with: blade of blood; bladed horn.||False
1458|Contemptor-Achillus Dreadnought|AC|146.0|Elites|A Contemptor-Achillus Dreadnought is equipped with: Achillus dreadspear; 2 lastrum storm bolters.||False
1460|Caladius Grav-tank|AC|146.0|Heavy Support|A Caladius Grav-tank is equipped with: twin iliastus accelerator cannon; twin lastrum bolt cannon.||False
1461|Coronus Grav-carrier|AC|146.0|Dedicated Transport|A Coronus Grav-carrier is equipped with: twin arachnus blaze cannon; twin lastrum bolt cannon.||False
1462|Changecaster|CD|25.0|HQ|A Changecaster is equipped with: ritual dagger.||False
1463|Fateskimmer|CD|25.0|HQ|A Fateskimmer is equipped with: ritual dagger; Screamer bites.||False
1464|Fluxmaster|CD|25.0|HQ|A Fluxmaster is equipped with: Disc blades; ritual dagger.||False
1465|Rotigus|CD|25.0|HQ|"Rotigus is equipped with: streams of brackish filth; fanged maw; gnarlrod; Nurgling claws. Your army can only include one <span class=""tooltip00237"" data-tooltip-content=""#tooltip_content00237"" data-tooltip-anchor=""#tooltip_content00237""><span class=""kwb"">ROTIGUS</span></span> model."||False
1466|Horticulous Slimux|CD|25.0|HQ|"Horticulous Slimux is equipped with: acidic maw; lopping shears. Your army can only include one <span class=""tooltip00238"" data-tooltip-content=""#tooltip_content00238"" data-tooltip-anchor=""#tooltip_content00238""><span class=""kwb"">HORTICULOUS</span> <span class=""kwb"">SLIMUX</span></span> model."||False
1467|Poxbringer|CD|25.0|HQ|A Poxbringer is equipped with: foul balesword.||False
1468|Sloppity Bilepiper|CD|25.0|HQ|A Sloppity Bilepiper is equipped with: marotter.||False
1469|Spoilpox Scrivener|CD|25.0|HQ|A Spoilpox Scrivener is equipped with: disgusting sneezes; distended maw; plaguesword.||False
1470|Feculent Gnarlmaw|CD|25.0|Fortifications|A Feculent Gnarlmaw has no equipment.|75.0|True
1472|Tzaangor Shaman|TS|27.0|Elites|A Tzaangor Shaman is equipped with: disc blades; force stave; Disc of Tzeentch.||False
1474|Tzaangor Enlightened|TS|27.0|Fast Attack|If this unit contains 4-6 models, it has <b>Power Rating 6</b>. Every model is equipped with: disc blades; divining spear; Disc of Tzeentch.||False
1476|Mutalith Vortex Beast|TS|27.0|Heavy Support|A Mutalith Vortex Beast is equipped with: betentacled maw; Mutalith claws.||False
1477|Commander in Crisis Battlesuit|TAU|28.0|HQ|A Commander in Crisis Battlesuit is equipped with: burst cannon.||False
1478|Commander in Enforcer Battlesuit|TAU|28.0|HQ|A Commander in Enforcer Battlesuit is equipped with: burst cannon.||False
1479|Telemon Heavy Dreadnought|AC|146.0|Heavy Support|A Telemon Heavy Dreadnought is equipped with: 2 iliastus accelerator culverin; spiculus bolt launcher.||False
1481|Armiger Helverin|QI|34.0|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: 2 Armiger autocannons; meltagun.||False
1482|Armiger Warglaive|QI|34.0|Lords of War|If this unit contains 2 models, it has <b>Power Rating 16</b>. If this unit contains 3 models, it has <b>Power Rating 24</b>. Every model is equipped with: meltagun; thermal spear; reaper chain-cleaver.||False
1483|Knight Preceptor|QI|34.0|Lords of War|A Knight Preceptor is equipped with: las-impulsor, Preceptor multi-laser; reaper chainsword; titanic feet.||False
1484|Canis Rex|QI|34.0|Lords of War|"<span class=""kwb"">CANIS</span> <span class=""kwb"">REX</span> is equipped with: las-impulsor, Preceptor multi-laser; Freedom’s Hand; titanic feet. <span class=""kwb"">SIR</span> <span class=""kwb"">HEKHTUR</span> begins the battle piloting <span class=""kwb"">CANIS</span> <span class=""kwb"">REX</span> (see the <span class=""redfont"">Sir Hekhtur</span> ability below). Your army can only include 1 <span class=""tooltip00322"" data-tooltip-content=""#tooltip_content00322"" data-tooltip-anchor=""#tooltip_content00322""><span class=""kwb"">CANIS</span> <span class=""kwb"">REX</span></span> model."||False
1485|Knight Castellan|QI|34.0|Lords of War|A Knight Castellan is equipped with: plasma decimator; 4 shieldbreaker missiles; 2 twin meltaguns; twin siegebreaker cannon; volcano lance; titanic feet.||False
1486|Knight Valiant|QI|34.0|Lords of War|A Knight Valiant is equipped with: conflagration cannon; 4 shieldbreaker missiles; thundercoil harpoon; 2 twin meltaguns; twin siegebreaker cannon; titanic feet.||False
1521|Astraeus|SM|146.0|Lords of War|An Astraeus is equipped with: ironhail heavy stubber; 2 Astraeus las-rippers; storm bolter; twin heavy bolter; twin macro-accelerator cannon.||False
1522|Gabriel Angelos|SM|146.0|HQ|"Gabriel Angelos is equipped with: God-splitter. Your army can only include one <span class=""tooltip00387"" data-tooltip-content=""#tooltip_content00387"" data-tooltip-anchor=""#tooltip_content00387""><span class=""kwb"">GABRIEL</span> <span class=""kwb"">ANGELOS</span></span> model."||False
1523|Sicaran Arcus|SM|146.0|Heavy Support|A Sicaran Arcus is equipped with: Arcus multi-launcher; heavy bolter||False
1524|Sicaran Omega|SM|146.0|Heavy Support|A Sicaran Omega is equipped with: heavy bolter; omega plasma array.||False
1525|Secutarii Hoplites|AdM|146.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 4</b>. Every model is equipped with: arc lance; mag-inverter shield.||False
1526|Secutarii Peltasts|AdM|146.0|Elites|If this unit contains 6 or more models, it has <b>Power Rating 4</b>. Every model is equipped with: galvanic caster.||False
1527|Terrax-pattern Termite|SM|146.0|Dedicated Transport|A Terrax pattern Termite is equipped with: Terrax melta cutter, 2 Terrax storm bolters; Termite drill.||False
1532|Chaos Terrax-pattern Termite|CSM|146.0|Dedicated Transport|A Chaos Terrax-pattern Termite is equipped with: Terrax melta cutter; 2 Terrax combi-bolters; Termite drill.||False
1533|Terrax-pattern Termite|AdM|146.0|Dedicated Transport|A Terrax pattern Termite is equipped with: Terrax melta cutter, 2 Terrax storm bolters; Termite drill.||False
1536|Big Mek with Shokk Attack Gun|ORK|46.0|HQ|A Big Mek with Shokk Attack Gun is equipped with: shokk attack gun; stikkbombs.||False
1537|Deffkilla Wartrike|ORK|46.0|HQ|A Deffkilla Wartrike is equipped with: killa jet; 3 twin boomstikks; snagga klaw.||False
1538|Kustom Boosta-blastas|ORK|46.0|Fast Attack|If this unit contains 2 models it has <b>Power Rating 8</b>. If this unit contains 3 models it has <b>Power Rating 12</b>. Every model is equipped with: 4 burna exhausts; grot blasta; rivet kannon; stikkbombs.||False
1539|Shokkjump Dragstas|ORK|46.0|Fast Attack|If this unit contains 2 models it has <b>Power Rating 10</b>. If this unit contains 3 models it has <b>Power Rating 15</b>. Every model is equipped with: kustom shokk rifle; rokkit launcha; saw blades.||False
1540|Boomdakka Snazzwagons|ORK|46.0|Fast Attack|If this unit contains 2 models it has <b>Power Rating 10</b>. If this unit contains 3 models it has <b>Power Rating 15</b>. Every model is equipped with: big shoota; grot blasta; Mek speshul; burna bottles.||False
1541|Megatrakk Scrapjets|ORK|46.0|Fast Attack|If this unit contains 2 models it has <b>Power Rating 10</b>. If this unit contains 3 models it has <b>Power Rating 15</b>. Every model is equipped with: rokkit kannon; 2 twin big shootas; wing missiles; nose drill.||False
1542|Rukkatrukk Squigbuggies|ORK|46.0|Fast Attack|If this unit contains 2 models it has <b>Power Rating 12</b>. If this unit contains 3 models it has <b>Power Rating 18</b>. Every model is equipped with: heavy squig launcha; sawn-off shotgun; squig launcha; squig mine; saw blades; stikkbombs.||False
1543|Gunwagon|ORK|46.0|Heavy Support|A Gunwagon is equipped with: kannon.||False
1544|Bonebreaka|ORK|46.0|Heavy Support|A Bonebreaka is equipped with: deff rolla.||False
1545|Mekboy Workshop|ORK|46.0|Fortifications|A Mekboy Workshop consists of 1 Mekboy Workbench, 3 Scrap Piles and 3 Scrap Barricades. A Mekboy Workshop has no equipment.|70.0|False
1546|Abominant|GC|53.0|Elites|An Abominant is equipped with: familiar’s claws; power sledgehammer.||False
1552|Missionary|AS|112.0|HQ|A Missionary is equipped with: auto pistol; servo-stubber; power maul; frag grenades; krak grenades.||False
1553|Preacher|AS|112.0|Elites|A Preacher is equipped with: zealot’s vindictor.||False
1554|Marneus Calgar in Armour of Heraclus|SM|51.0|HQ|"Marneus Calgar in Armour of Heraclus is a single model armed with the Gauntlets of Ultramar. Only one <span class=""tooltip00333"" data-tooltip-content=""#tooltip_content00333"" data-tooltip-anchor=""#tooltip_content00333""><span class=""kwb"">MARNEUS</span> <span class=""kwb"">CALGAR</span></span> may be included in your army."||False
1555|Victrix Honour Guard|SM|77.0|Elites|This unit contains 2 Victrix Honour Guard. Every model is equipped with: power sword; frag grenades; krak grenades. Every model has an ultima storm shield.|60.0|True
1556|Haarken Worldclaimer|CSM|12.0|HQ|"Haarken Worldclaimer is equipped with: Helspear; Herald’s Talon; frag grenades; krak grenades. Your army can only include one <span class=""tooltip00259"" data-tooltip-content=""#tooltip_content00259"" data-tooltip-anchor=""#tooltip_content00259""><span class=""kwb"">HAARKEN</span> <span class=""kwb"">WORLDCLAIMER</span></span> model."||False
1557|Contemptor-Galatus Dreadnought|AC|146.0|Elites|A Contemptor-Galatus Dreadnought is equipped with: Galatus warblade; Galatus shield.||False
1558|Aquilon Custodians|AC|146.0|Elites|If this unit contains 4 or more models it has <b>Power Rating 22</b>. Every model is equipped with: lastrum storm bolter; solerite power gauntlet.||False
1559|Custodian Guard with Adrasite and Pyrithite Spears|AC|146.0|Troops|If this unit contains 4 or more models, it has <b>Power Rating 14</b>. Every model is equipped with: adrasite spear.||False
1560|Agamatus Custodians|AC|146.0|Fast Attack|If this unit contains 4 or more models it has <b>Power Rating 30</b>. Every model is equipped with: lastrum bolt cannon; interceptor lance.||False
1561|Venatari Custodians|AC|146.0|Fast Attack|If this unit contains 4 or more models, it has <b>Power Rating 16</b>. Every model is equipped with: kinetic destroyer; tarsus buckler.||False
1562|Pallas Grav-attack|AC|146.0|Fast Attack|A Pallas Grav-attack is equipped with: twin arachnus blaze cannon.||False
1563|Sagittarum Custodians|AC|146.0|Troops|If this unit contains 4 or more models, it has <b>Power Rating 13</b>. Every model is equipped with: adrastus bolt caliver.||False
1564|Orion Assault Dropship|AC|146.0|Flyers|An Orion Assault Dropship is equipped with: 2 arachnus heavy blaze cannons; 2 twin lastrum bolt cannons; 2 spiculus heavy bolt launchers.||False
1565|Jackal Alphus|GC|53.0|HQ|A Jackal Alphus is equipped with: autopistol; cult sniper rifle; blasting charges.||False
1567|Clamavus|GC|53.0|Elites|A Clamavus is equipped with: autopistol.||False
1568|Locus|GC|53.0|Elites|A Locus is equipped with: Hypermorph tail; Locus blades.||False
1569|Sanctus|GC|53.0|Elites|A Sanctus is equipped with: familiar’s claws; Sanctus bio-dagger.||False
1570|Kelermorph|GC|53.0|Elites|A Kelermorph is equipped with: 3 liberator autostubs.||False
1571|Nexos|GC|53.0|Elites|A Nexos is equipped with: autopistol.||False
1572|Biophagus|GC|53.0|Elites|A Biophagus is equipped with: autopistol; injector goad; chemical vials.||False
1573|Achilles Ridgerunners|GC|53.0|Fast Attack|If this unit contains 2 models, it has <b>Power Rating 8</b>. If this unit contains 3 models, it has <b>Power Rating 12</b>. Every model is equipped with: heavy mining laser; 2 heavy stubbers; flare launcher.||False
1574|Atalan Jackals|GC|53.0|Fast Attack|"If this unit contains between 4-7 Atalan Jackal models, it has <b>Power Rating 7</b>. If this unit contains between 3-6 Atalan Jackal models, it can contain 1 Atalan Wolfquad model for <b>Power Rating +1</b>. If this unit contains 7 Atalan Jackal models, it can contain up to 2 Atalan Wolfquad models for <b>Power Rating +1</b> each.<br><ul style=""margin-block-start:0em""><li>The Atalan Leader and every Atalan Jackal is equipped with: Atalan small arms; blasting charges.</li><li>Every Atalan Wolfquad is equipped with: Atalan small arms; heavy stubber; blasting charges.</li></ul>"||False
1577|Seraptek Heavy Construct|NEC|146.0|Lords of War|A Seraptek is equipped with: 2 singularity generators; titanic forelimbs.||False
1578|Commissar Severina Raine|AM|55.0|Elites|Commissar Severina Raine is a single model armed with Penance and Evenfall. Only one of this model may be included in your army.||False
1579|Inquisitor Eisenhorn|INQ||HQ|"Inquisitor Eisenhorn is equipped with: artificer bolt pistol; Barbarisater; runestaff; electrobane grenades. Your army can only include one <span class=""tooltip00282"" data-tooltip-content=""#tooltip_content00282"" data-tooltip-anchor=""#tooltip_content00282""><span class=""kwb"">EISENHORN</span></span> model."||False
1580|Tech-Priest Manipulus|AdM|15.0|HQ|A Tech-Priest Manipulus is equipped with: magnarail lance; Manipulus mechadendrites; Omnissian staff.||False
1581|Master of Possession|CSM|12.0|HQ|A Master of Possession is equipped with: bolt pistol; staff of possession; frag grenades; krak grenades.||False
1583|Lord Discordant on Helstalker|CSM|12.0|HQ|A Lord Discordant on Helstalker is equipped with: Helstalker autocannon; bolt pistol; bladed limbs; impaler chainglaive; mechatendrils; techno-virus injector; frag grenades; krak grenades.||False
1584|Master of Executions|CSM|12.0|Elites|A Master of Executions is equipped with: bolt pistol; axe of dismemberment; frag grenades; krak grenades.||False
1586|Venomcrawler|CSM|12.0|Fast Attack|A Venomcrawler is equipped with: 2 excruciator cannons; soulflayer tendrils and claws.||False
1587|Noctilith Crown|CSM|12.0|Fortifications|A Noctilith Crown is equipped with: lashing warp energies.||False
1588|Skull Altar|CD|25.0|Fortifications|A Skull Altar has no equipment.||False
1589|Infernal Enrapturess|CD|25.0|HQ|An Infernal Enrapturess is equipped with: heartstring lyre; ravaging claws.||False
1591|Janus Draik|RT|62.0|HQ|Janus Draik is a single model armed with a monomolecular rapier, heirloom pistol and archeotech grenades. Only one of this model can be included in your army.||False
1592|Espern Locarno|RT|62.0|Elites|Espern Locarno is a single model armed with a laspistol and force-orb cane. Only one of this model can be included in your army.||False
1593|Taddeus the Purifier|RT|62.0|HQ|Taddeus the Purifier is a single model armed with a laspistol, servo-stubber and power maul. Only one of this model can be included in your army.||False
1594|Pious Vorne|RT|62.0|Elites|Pious Vorne is a single model armed with Vindictor. Only one of this model can be included in your army.||False
1595|UR-025|RT|62.0|Elites|UR-025 is a single model equipped with a Mk I assault cannon and a power claw. Only one of this model can be included in your army.||False
1596|Rein and Raus|AM|62.0|Elites|This unit contains two models, Rein and Raus. Rein is armed with a sniper rifle and stub pistol. Raus is armed with a stub pistol and demolition charge. Only one of this unit can be included in your army.|40.0|True
1597|Dahyak Grekh|TAU|62.0|Elites|Dahyak Grekh is a single model armed with a kroot rifle and kroot pistol. Only one of this model can be included in your army.||False
1598|Amallyn Shadowguide|AE|62.0|Elites|Amallyn Shadowguide is a single model armed with a ranger long rifle, power blade and plasma grenades. Only one of this model can be included in your army.||False
1599|Obsidius Mallex|CSM|62.0|HQ|Obsidius Mallex is a single model armed with a plasma pistol and thunder hammer. Only one of this model can be included in your army.||False
1600|Rogue Psyker|CSM|62.0|Elites|A Rogue Psyker is single model armed with a laspistol and Chaos stave. No more than two of these models can be included in your army.||False
1601|Negavolt Cultists|CSM|62.0|Elites|This unit contains 4 Negavolt Cultists. Each model is armed with electro-goads. Only one of this unit can be included in your army.|50.0|True
1602|Black Legionnaires|CSM|62.0|Troops|"This unit contains 2 Chaos Space Marines. Each model is armed with a boltgun, bolt pistol, frag grenades and krak grenades. Only one of this unit can be included in your army. <div class=""PriceTag"">28</div>"|28.0|True
1603|Spindle Drones|UN|62.0|Troops|This unit contains 4 Spindle Drones. Each model is equipped with a drone pulse. Only one of this unit may be included in your army.|65.0|True
1604|Chaos Beastmen|CSM|62.0|Troops|This unit contains 4 Chaos Beastmen. Each model is armed with either a laspistol or autopistol, and either a chainsword or brutal assault weapon. Each model is also armed with frag grenades and krak grenades. Only one of this unit can be included in your army.|25.0|True
1606|Captain in Phobos Armour|SM|139.0|HQ|A Captain in Phobos Armour is equipped with: bolt pistol; master-crafted instigator bolt carbine; combat knife; frag grenades; krak grenades; camo cloak.||False
1607|Librarian in Phobos Armour|SM|139.0|HQ|A Librarian in Phobos Armour is equipped with: bolt pistol; force sword; frag grenades; krak grenades; camo cloak.||False
1608|Lieutenant in Phobos Armour|SM|139.0|HQ|A Lieutenant in Phobos Armour is equipped with: bolt pistol; master-crafted occulus bolt carbine; paired combat blades; frag grenades; krak grenades.||False
1609|Infiltrator Squad|SM|139.0|Troops|If this unit contains 6 or more models, it has <b>Power Rating 12</b>. Every model is equipped with: bolt pistol; marksman bolt carbine; frag grenades; krak grenades.||False
1610|Suppressor Squad|SM|139.0|Fast Attack|Every model is equipped with: accelerator autocannon; bolt pistol; frag grenades; krak grenades.|100.0|True
1611|Eliminator Squad|SM|139.0|Heavy Support|Every model is equipped with: bolt pistol; bolt sniper rifle; frag grenades; krak grenades; camo cloak.||False
1630|Ambull|UN|66.0|Elites|An Ambull is a single model armed with enormous claws.||False
1631|Borewyrm Infestation|UN|66.0|Elites|This unit contains 1 Borewyrm Infestation. It can include up to 1 additional Borewyrm Infestation (<b>Power Rating +1</b>). Each model is armed with vicious jaws.||False
1632|Amallyn Shadowguide|RT|62.0|Elites|Amallyn Shadowguide is a single model armed with a ranger long rifle, power blade and plasma grenades. Only one of this model can be included in your army.||False
1633|Dahyak Grekh|RT|62.0|Elites|Dahyak Grekh is a single model armed with a kroot rifle and kroot pistol. Only one of this model can be included in your army.||False
1634|Rein and Raus|RT|62.0|Elites|This unit contains two models, Rein and Raus. Rein is armed with a sniper rifle and stub pistol. Raus is armed with a stub pistol and demolition charge. Only one of this unit can be included in your army.||False
1635|Elucia Vhane|RT|65.0|HQ|Elucia Vhane is a single model armed with a monomolecular cane-rapier, heirloom pistol and concussion grenades. Only one of this model can be included in your army.||False
1636|Nitsch’s Squad|RT|65.0|Troops|This unit contains Voidmaster Nitsch, Aximillion and 4 Voidsmen. Only one of this unit can be included in your army.<br>&nbsp;• 3 Voidsmen are each armed with a lasgun, laspistol and concussion grenades.<br>&nbsp;• 1 Voidsman is armed with a rotor cannon, laspistol and concussion grenades.<br>&nbsp;• The Voidmaster is armed with an artificer shotgun, laspistol and concussion grenades.|40.0|True
1637|Larsen van der Grauss|RT|65.0|Elites|Larsen van der Grauss is a single model armed with a voltaic pistol and concussion grenades. Only one of this model can be included in your army.||False
1638|Sanistasia Minst|RT|65.0|Elites|Sanistasia Minst is a single model armed with a scalpel claw, laspistol and concussion grenades. Only one of this model can be included in your army.||False
