datasheet_id|line|name|WS|BS|S|T|W|A|Sv|Cost|cost_description|models_per_unit|cost_including_wargear
960|1|chaos spawn|4+|-|5|5|4|2d3|5+|25.0||1-5|False
961|1|heldrake|3+|3+|7|7|12|5|3+|165.0||1|False
962|1|chaos land raider|6+|3+|8|9|16|6|2+|265.0||1|False
963|1|chaos predator destructor|6+|3+|6|8|11|3|3+|140.0||1|False
964|1|chaos vindicator|6+|3+|6|8|12|3|3+|130.0||1|False
965|1|obliterator|3+|3+|5|5|5|4|2+|90.0||1-3|False
966|1|havoc|3+|3+|4|5|2|3|3+|||4|False
966|2|havoc champion|3+|3+|4|5|2|4|3+|||1|False
967|1|forgefiend|3+|3+|6|7|12|5|3+|110.0||1|False
968|1|maulerfiend|3+|3+|7|7|12|6|3+|140.0||1|False
969|1|defiler|3+|3+|8|7|14|5|3+|165.0||1|False
970|1|khorne lord of skulls|3+|3+|8|8|30|6|2+|575.0||1|False
1016|1|sorcerer|3+|3+|4|4|4|4|3+|90.0||1|False
1017|1|sorcerer in terminator armour|3+|3+|4|4|5|4|2+|105.0||1|False
1018|1|sorcerer on disc of tzeentch|3+|3+|4|4|4|3|3+|146.0||1|False
1019|1|thousand sons cultist|4+|4+|3|3|1|1|6+|5.0||9-29|False
1019|2|thousand sons cultist champion|4+|4+|3|3|1|2|6+|5.0||1|False
1020|1|rubric marine|3+|3+|4|4|2|2|3+|21.0||4-9|False
1020|2|aspiring sorcerer|3+|3+|4|4|2|3|3+|21.0||1|False
1021|1|helbrute|3+|3+|6|7|8|5|3+|105.0||1|False
1022|1|chaos rhino|6+|3+|6|7|10|3|3+|80.0||1|False
1023|1|chaos spawn|4+|-|5|5|4|2d3|5+|23.0||1-5|False
1024|1|heldrake|3+|3+|7|7|12|5|3+|165.0||1|False
1025|1|chaos land raider|6+|3+|8|8|16|6|2+|245.0||1|False
1026|1|chaos predator destructor|6+|3+|6|7|11|3|3+|130.0||1|False
1027|1|chaos vindicator|6+|3+|6|8|11|3|3+|120.0||1|False
1028|1|forgefiend|3+|3+|7|7|12|5|3+|110.0||1|False
1029|1|maulerfiend|3+|3+|7|7|12|6|3+|140.0||1|False
1030|1|defiler|3+|3+|8|7|14|5|3+|165.0||1|False
1031|1|magnus the red|2+|2+|8|7|18|8|3+|420.0||1|False
1032|1|ahriman|2+|2+|4|4|6|5|3+|160.0||1|False
1033|1|exalted sorcerer|2+|2+|4|4|5|5|3+|100.0||1|False
1034|1|tzaangor|4+|4+|4|4|1|1|6+|7.0||9-19|False
1034|2|twistbray|4+|4+|4|4|1|2|6+|7.0||1|False
1035|1|scarab occult terminator|3+|3+|4|4|3|3|2+|40.0||4-9|False
1035|2|scarab occult sorcerer|3+|3+|4|4|3|3|2+|40.0||1|False
1036|1|thousand sons daemon prince|2+|2+|7|6|8|5|3+|140.0||1|False
1037|1|death guard chaos lord|2+|2+|4|5|5|5|3+|85.0||1|False
1038|1|death guard chaos lord in terminator armour|2+|2+|4|5|6|5|2+|105.0||1|False
1039|1|chaos lord on palanquin of nurgle|2+|2+|4|5|7|6|3+|99.0||1|False
1041|1|death guard sorcerer in terminator armour|3+|3+|4|5|5|4|2+|110.0||1|False
1043|1|death guard cultist|4+|4+|3|3|1|1|6+|5.0||9-29|False
1043|2|death guard cultist champion|4+|4+|3|3|1|2|6+|5.0||1|False
1044|1|plague marine|3+|3+|4|5|2|2|3+|21.0||4-9|False
1044|2|plague champion|3+|3+|4|5|2|3|3+|21.0||1|False
1045|1|death guard possessed|3+|3+|5|5|2|4|3+|24.0||5-10|False
1046|1|helbrute|3+|3+|6|7|8|5|3+|105.0||1|False
1047|1|chaos rhino|6+|3+|6|7|10|3|3+|80.0||1|False
1048|1|chaos spawn|4+|-|5|5|4|2d3|5+|23.0||1-5|False
1049|1|chaos land raider|6+|3+|8|8|16|6|2+|245.0||1|False
1050|1|chaos predator annihilator|6+|3+|6|7|11|3|3+|115.0||1|False
1051|1|defiler|3+|3+|8|7|14|5|3+|165.0||1|False
1052|1|death guard daemon prince|2+|2+|7|6|8|6|3+|140.0||1|False
1053|1|typhus|2+|2+|4|5|6|6|2+|165.0||1|False
1054|1|lord of contagion|2+|2+|4|5|6|5|2+|120.0||1|False
1055|1|malignant plaguecaster|3+|3+|4|5|4|4|3+|90.0||1|False
1056|1|poxwalker|4+|-|3|4|1|2|7+|5.0||10-20|False
1057|1|foetid bloat-drone|3+|3+|6|7|9|4|3+|115.0||1|False
1058|1|noxious blightbringer|3+|3+|4|5|4|4|3+|60.0||1|False
1094|1|chaos cerastus knight acheron|3+|3+|8|8|26|4|3+|480.0||1|False
1095|1|chaos cerastus knight lancer|3+|3+|8|8|26|5|3+|440.0||1|False
1096|1|chaos cerastus knight castigator|3+|3+|8|8|26|4|3+|460.0||1|False
1097|1|chaos cerastus knight atrapos|3+|3+|8|8|26|4|3+|520.0||1|False
1098|1|chaos questoris knight magaera|3+|3+|8|8|24|4|3+|500.0||1|False
1099|1|chaos acastus knight porphyrion|4+|3+|8|8|30|3|3+|780.0||1|False
1100|1|chaos questoris knight styrix|3+|3+|8|8|24|4|3+|475.0||1|False
1104|1|karanak|2+|-|6|5|5|6|5+/4+|100.0||1|False
1105|1|skarbrand|2+|2+|8|8|22|8|4+/4+|330.0||1|False
1106|1|skulltaker|2+|3+|6|6|5|6|4+/4+|110.0||1|False
1111|1|rendmaster on blood throne|2+|3+|6|7|9|5|4+/4+|140.0||1|False
1112|1|flesh hound|3+|-|5|4|2|3|5+/4+|19.0||4-9|False
1112|2|gore hound|3+|-|5|4|2|4|5+/4+|19.0||1|False
1114|1|bloodletter|3+|3+|5|4|1|2|5+/4+|||9|False
1114|2|bloodreaper|3+|3+|5|4|1|3|5+/4+|||1|False
1115|1|bloodcrusher|3+|3+|5|5|4|3|4+/4+|45.0||2-5|False
1115|2|bloodhunter|3+|3+|5|5|4|4|4+/4+|45.0||1|False
1116|1|skull cannon|3+|3+|6|7|9|2|4+/4+|100.0||1|False
1117|1|kairos fateweaver|3+|3+|6|7|22|5|5+/3+|320.0||1|False
1118|1|the changeling|4+|3+|3|5|5|2|5+/3+|100.0||1|False
1119|1|the blue scribes|4+|4+|3|4|5|2|5+/3+|90.0||1|False
1120|1|lord of change|3+|3+|6|7|20|5|5+/3+|300.0||1|False
1125|1|flamer|4+|3+|5|4|3|3|6+/3+|25.0||2-5|False
1125|2|pyrocaster|4+|3+|5|4|3|4|6+/3+|25.0||1|False
1126|1|exalted flamer|3+|3+|6|5|5|4|6+/3+|75.0||1|False
1127|1|screamer|4+|-|4|4|3|3|6+/3+|30.0||3-6|False
1128|1|burning chariot|4+|3+|6|6|9|4|4+/4+|110.0||1|False
1129|1|epidemius|2+|3+|5|6|9|4|5+/4+|90.0||1|False
1130|1|great unclean one|2+|3+|7|9|22|6|5+/4+|300.0||1|False
1132|1|plaguebearer|4+|4+|4|5|2|2|5+/4+|||9|False
1132|2|plagueridden|4+|4+|4|5|2|3|5+/4+|||1|False
1133|1|nurgling swarm|4+|4+|2|3|4|4|6+/5+|20.0||3-9|False
1134|1|beast of nurgle|4+|-|6|6|7|6|5+/4+|80.0||1-3|False
1135|1|plague drone|4+|4+|5|6|5|2|5+/4+|45.0||2-5|False
1135|2|plaguebringer|4+|4+|5|6|5|3|5+/4+|45.0||1|False
1136|1|the masque of slaanesh|2+|3+|4|4|4|6|4+/4+|90.0||1|False
1137|1|keeper of secrets|2+|2+|6|7|20|6|5+/4+|280.0||1|False
1138|1|tranceweaver|2+|3+|4|4|4|5|5+/4+|70.0||1|False
1139|1|herald of slaanesh on steed|2+|2+|4|3|5|4|6+|82.0||1|True
1140|1|tormentbringer on seeker chariot|2+|3+|4|5|7|8|4+/4+|100.0||1|False
1141|1|tormentbringer on exalted seeker chariot|2+|3+|4|5|12|8|4+/4+|120.0||1|False
1142|1|daemonette|3+|3+|4|3|1|4|5+/4+|||9|False
1142|2|alluress|3+|3+|4|3|1|5|5+/4+|||1|False
1143|1|fiend|3+|-|5|4|4|4|5+/4+|35.0||2-5|False
1143|2|blissbringer|3+|-|5|4|4|5|5+/4+|35.0||1|False
1144|1|hellflayer|3+|3+|4|5|7|8|4+/4+|75.0||1|False
1145|1|seeker|3+|3+|4|4|2|4|5+/4+|20.0||4-9|False
1145|2|heartseeker|3+|3+|4|4|2|5|5+/4+|20.0||1|False
1146|1|seeker chariot|3+|3+|4|5|7|8|4+/4+|65.0||1|False
1147|1|exalted seeker chariot|2+|3+|4|5|12|8|4+/4+|85.0||1|False
1148|1|be’lakor|2+|2+|8|7|20|6|4+/4+|420.0||1|False
1149|1|daemon prince of chaos|2+|2+|7|6|8|6|5+/4+|140.0||1|False
1151|1|soul grinder|3+|3+|8|8|16|5|5+/4+|190.0||1|False
1153|1|deimos predator|6+|3+|6|7|11|3|3+|115.0||1|False
1154|1|vindicator laser destroyer|6+|3+|6|8|11|3|3+|175.0||1|False
1156|1|land raider proteus|6+|3+|8|8|16|6|2+|220.0||1|False
1157|1|land raider helios|6+|3+|8|8|16|6|2+|260.0||1|False
1158|1|land raider prometheus|6+|3+|8|8|16|6|2+|295.0||1|False
1159|1|land raider achilles|6+|3+|8|8|16|6|2+|270.0||1|False
1160|1|sicaran battle tank|6+|3+|6|7|14|3|2+|165.0||1|False
1161|1|sicaran venator|6+|3+|6|7|14|3|2+|170.0||1|False
1162|1|sicaran punisher|6+|3+|6|7|14|3|2+|155.0||1|False
1163|1|spartan|5+|3+|8|8|20|6|2+|420.0||1|False
1164|1|typhon|5+|3+|8|8|20|6|2+|320.0||1|False
1165|1|cerberus|5+|3+|8|8|20|6|2+|370.0||1|False
1166|1|fellblade|5+|3+|8|8|26|6|2+|550.0||1|False
1167|1|falchion|5+|3+|8|8|26|6|2+|550.0||1|False
1168|1|mastodon|5+|3+|9|9|30|6|2+|750.0||1|False
1169|1|mortis dreadnought|3+|3+|6|7|8|4|3+|135.0||1|False
1172|1|chaplain venerable dreadnought|2+|2+|6|7|8|5|3+|175.0||1|False
1173|1|relic contemptor dreadnought|3+|3+|7|7|9|4|3+|140.0||1|False
1174|1|deredeo dreadnought|3+|3+|6|7|12|4|3+|190.0||1|False
1175|1|leviathan dreadnought|3+|3+|7|7|14|4|2+|220.0||1|False
1176|1|land speeder tempest|6+|3+|4|6|7|2|3+|110.0||1-3|False
1177|1|javelin attack speeder|3+|3+|4|6|9|2|3+|115.0||1|False
1178|1|xiphon interceptor|6+|3+|6|7|12|3|3+|235.0||1|False
1179|1|storm eagle gunship|6+|3+|8|7|18|6|3+|335.0||1|False
1181|1|fire raptor gunship|6+|3+|8|7|18|6|3+|340.0||1|False
1182|1|caestus assault ram|5+|3+|8|7|20|6|3+|320.0||1|True
1183|1|thunderhawk gunship|6+|3+|10|8|30|6|2+|800.0||1|False
1184|1|thunderhawk transporter|6+|3+|10|8|30|6|2+|600.0||1|True
1185|1|sokar-pattern stormbird|6+|3+|10|8|40|6|2+|1000.0||1|False
1186|1|damocles command rhino|6+|3+|6|7|10|3|3+|90.0||1|False
1187|1|whirlwind hyperios|6+|3+|6|7|11|3|3+|130.0||1|False
1188|1|whirlwind scorpius|6+|3+|6|7|11|3|3+|170.0||1|False
1189|1|rapier carrier|3+|3+|4|5|5|2|3+|75.0||1|False
1190|1|tarantula sentry gun|-|4+|4|5|4|-|3+|40.0||1-3|False
1191|1|tarantula air defence gun|-|4+|4|5|4|-|3+|40.0||1-3|False
1192|1|dreadnought drop pod|-|-|6|6|8|-|3+|70.0||1|False
1193|1|deathstorm drop pod|-|4+|6|6|8|-|3+|120.0||1|False
1196|1|land raider banisher|6+|3+|8|8|16|6|2+|245.0||1|False
1197|1|grey knights thunderhawk gunship|6+|3+|10|8|30|6|2+|800.0||1|False
1198|1|inquisition land raider prometheus|6+|3+|8|8|16|6|2+|295.0||1|False
1199|1|repressor|5+|3+|6|7|12|3|3+|85.0||1|False
1200|1|lord high commander carab culln|2+|2+|4|4|7|6|2+|170.0||1|False
1201|1|lugft huron|2+|2+|4|4|7|4|2+|160.0||1|False
1202|1|armenneus valthex|3+|2+|4|4|5|3|2+|105.0||1|False
1203|1|corien sumatris|2+|2+|4|4|5|4|3+|100.0||1|False
1204|1|carnac commodus|2+|3+|4|4|5|3|3+|90.0||1|True
1205|1|asterion moloc|2+|2+|4|4|7|5|2+|170.0||1|False
1206|1|ivanus enkomi|2+|3+|4|4|5|4|3+|100.0||1|False
1207|1|sevrin loth|3+|3+|4|4|5|3|3+|135.0||1|False
1208|1|tyberos the red wake|2+|2+|4|4|6|6|2+|160.0||1|False
1209|1|chaplain dreadnought titus|2+|2+|6|7|9|5|3+|180.0||1|True
1210|1|anton narvaez|2+|2+|4|4|5|4|3+|110.0||1|True
1211|1|tarnus vale|2+|2+|4|4|5|4|3+|110.0||1|True
1212|1|lias issodon|2+|2+|4|4|6|5|3+|165.0||1|False
1213|1|malakim phoros|2+|2+|4|4|6|5|3+|145.0||1|True
1214|1|mordaci blaylock|2+|2+|4|4|6|4|2+|125.0||1|True
1215|1|pellas mir’san|2+|2+|4|4|6|4|2+|100.0||1|True
1216|1|bray’arth ashmantle|2+|2+|8|7|8|6|2+|220.0||1|False
1217|1|harath shen|3+|3+|4|4|4|3|3+|120.0||1|True
1218|1|ahazra redth|3+|3+|4|4|4|3|2+|125.0||1|True
1219|1|thulsa kane|2+|3+|4|4|4|4|3+|140.0||1|True
1220|1|silas alberec|2+|2+|5|4|5|4|3+|110.0||1|True
1221|1|elam courbray|2+|2+|4|4|5|4|3+|110.0||1|True
1222|1|vaylund cal|2+|2+|4|4|6|5|2+|165.0||1|True
1223|1|zhrukhal androcles|2+|2+|4|4|5|4|3+|95.0||1|True
1224|1|hector rex|2+|3+|4|3|6|4|2+|100.0||1|False
1225|1|solomon lok|3+|3+|3|3|5|4|3+|75.0||1|False
1226|1|hecaton aiakos|2+|2+|7|7|9|5|3+|160.0||1|False
1237|1|valkyrie sky talon|6+|4+|7|7|14|3|3+|115.0||1|False
1249|1|renegade commander|3+|3+|3|3|4|3|5+|35.0||1|False
1250|1|malefic lord|4+|4+|3|3|4|3|7+|50.0||1|True
1251|1|rogue psyker|5+|5+|3|3|3|1|7+|35.0||5|True
1252|1|renegade cultist|4+|4+|3|3|1|1|6+|5.0||9-29|False
1252|2|renegade cultist champion|4+|4+|3|3|1|2|6+|5.0||1|False
1253|1|renegade militia|4+|4+|3|3|1|1|6+|6.0||9-19|False
1253|2|renegade militia champion|4+|4+|3|3|1|2|6+|6.0||1|False
1253|3|renegade militia weapons team|4+|4+|3|3|2|2|6+|12.0||0-2|False
1254|1|renegade mutant|4+|4+|3|3|1|1|6+|7.0||9-29|False
1254|2|renegade mutant champion|4+|4+|3|3|1|2|6+|7.0||1|False
1255|1|chaos spawn|4+|-|5|5|4|d6|5+|23.0||1-5|True
1256|1|renegade disciples|3+|3+|3|3|1|1|6+|6.0||4-14|False
1256|2|renegade disciple weapon team|3+|3+|3|3|2|2|6+|12.0||0-1|False
1257|1|renegade disciples|3+|3+|3|3|1|1|6+|7.0||4-14|False
1257|2|renegade disciple champion|3+|3+|3|3|1|2|6+|7.0||1|False
1257|3|renegade disciple weapon team|3+|3+|3|3|2|2|6+|14.0||0-1|False
1258|1|renegade enforcer|3+|3+|3|3|4|3|5+|23.0||1|False
1259|1|marauder|3+|3+|3|3|1|2|4+|9.0||4-9|False
1259|2|brute|3+|5+|5|3|3|3|4+|9.0||0-2|False
1259|3|marauder chief|3+|3+|3|3|2|2|4+|9.0||1|False
1260|1|ogryn pack master|3+|4+|5|5|3|3|5+|15.0||1|False
1260|2|chaos mauler hounds|3+|-|5|5|2|2|5+|15.0||3-6|False
1261|1|ogryn brute|3+|4+|5|5|3|3|5+|32.0||3-12|False
1262|1|plague ogryn|3+|4+|5|5|3|3|5+|35.0||3-9|True
1263|1|renegade heavy weapons team|4+|4+|3|3|2|2|6+|12.0||3-6|False
1264|1|chimera|6+|4+|6|7|10|3|3+|65.0||1|False
1265|1|hellhound|6+|4+|6|7|11|3|3+|110.0||1-3|False
1265|2|devil dog|6+|-|6|7|11|0|3+|110.0|||False
1265|3|bane wolf|6+|-|6|7|11|0|3+|100.0|||False
1266|1|scout sentinel|4+|4+|5|5|6|1|4+|40.0||1-3|False
1267|1|armoured sentinel|4+|4+|5|6|6|1|3+|40.0||1-3|False
1268|1|salamander scout tank|6+|4+|6|7|10|3|3+|75.0||1-3|False
1269|1|arvus lighter|6+|4+|5|6|8|1|3+|85.0||1|False
1270|1|valkyrie|6+|4+|7|7|14|3|3+|120.0||1-3|False
1271|1|leman russ battle tank|6+|-|7|8|12|0|3+|140.0||1-3|False
1273|1|basilisk|6+|4+|6|6|11|3|3+|125.0||1-3|False
1274|1|medusa carriage|4+|4+|3|6|7|5|4+|120.0||1-3|False
1275|1|griffon mortar carrier|6+|4+|7|7|11|3|3+|85.0||1-3|False
1276|1|wyvern|6+|4+|6|6|11|3|3+|135.0||1-3|False
1277|1|hydra|6+|4+|6|6|11|3|3+|110.0||1-3|False
1278|1|colossus bombard|6+|4+|7|8|12|3|3+|150.0||1-3|False
1280|1|rapier laser destroyer|4+|4+|3|5|4|2|3+|85.0||1-3|False
1281|1|heavy quad launcher|4+|4+|3|6|6|3|4+|90.0||1-3|False
1282|1|heavy mortar|4+|4+|3|6|7|3|4+|70.0||1-3|False
1283|1|malcador|6+|4+|7|8|18|3|3+|210.0||1|False
1284|1|minotaur|6+|4+|7|8|22|6|2+|300.0||1|False
1285|1|malcador defender|6+|4+|7|8|18|3|3+|260.0||1|False
1286|1|baneblade|5+|4+|9|8|26|9|2+|410.0||1|False
1287|1|armageddon-pattern medusa|6+|4+|6|7|11|3|3+|140.0||1-3|False
1288|1|earthshaker carriage|4+|4+|3|6|7|5|4+|120.0||1-3|False
1289|1|macharius|6+|4+|7|8|22|6|2+|310.0||1|False
1290|1|macharius omega|5+|4+|8|8|22|3|2+|340.0||1|False
1291|1|macharius vanquisher|6+|4+|7|8|22|6|2+|310.0||1|False
1292|1|macharius vulcan|6+|4+|7|8|22|6|2+|340.0||1|False
1293|1|blood slaughterer|3+|3+|7|7|9|5|3+|140.0||1|False
1294|1|greater blight drone|3+|3+|6|7|9|4|3+|125.0||1|False
1295|1|decimator|3+|3+|7|7|12|5|3+|160.0||1|False
1296|1|plague hulk of nurgle|4+|4+|8|8|14|5|3+|190.0||1|True
1297|1|kytan ravager|3+|3+|8|8|26|5|3+|440.0||1|False
1298|1|greater brass scorpion|3+|3+|8|8|28|6|3+|475.0||1|False
1299|1|chaos contemptor dreadnought|3+|3+|7|7|9|4|3+|140.0||1|False
1300|1|chaos land raider proteus|6+|3+|8|8|16|6|2+|220.0||1|False
1301|1|chaos land raider achilles|6+|3+|8|8|16|6|2+|270.0||1|False
1302|1|chaos deimos predator|6+|3+|6|7|11|3|3+|115.0||1|False
1303|1|chaos whirlwind scorpius|6+|3+|6|7|11|3|3+|170.0||1|False
1304|1|hellforged sicaran|6+|3+|6|7|14|3|2+|165.0||1|False
1305|1|chaos sicaran venator|6+|3+|6|7|14|3|2+|170.0||1|False
1306|1|chaos spartan|5+|3+|8|8|20|6|2+|420.0||1|False
1307|1|chaos deredeo dreadnought|3+|3+|6|7|12|4|3+|190.0||1|False
1308|1|chaos rapier carrier|3+|3+|4|5|5|2|3+|75.0||1|False
1309|1|chaos leviathan dreadnought|3+|3+|7|7|14|4|2+|220.0||1|False
1310|1|dreadclaw drop pod|4+|-|6|6|9|4|3+|115.0||1|False
1311|1|kharybdis assault claw|4+|4+|8|8|20|4|3+|400.0||1|False
1312|1|chaos cerberus|5+|3+|8|8|20|6|2+|370.0||1|False
1313|1|chaos typhon|5+|3+|8|8|20|6|2+|320.0||1|False
1314|1|chaos fellblade|5+|3+|8|8|26|6|2+|550.0||1|False
1315|1|chaos falchion|5+|3+|8|8|26|6|2+|550.0||1|False
1316|1|chaos mastodon|5+|3+|9|9|30|6|2+|750.0||1|False
1317|1|hell blade|6+|3+|6|6|9|2|3+|135.0||1|False
1318|1|hell talon|6+|3+|7|7|14|6|3+|210.0||1|False
1319|1|chaos storm eagle gunship|6+|3+|8|7|18|6|3+|335.0||1|False
1320|1|chaos fire raptor gunship|6+|3+|8|7|18|6|3+|340.0||1|False
1321|1|chaos thunderhawk gunship|6+|3+|10|8|30|6|2+|800.0||1|False
1322|1|chaos sokar-pattern stormbird|6+|3+|10|8|40|6|2+|1000.0||1|False
1323|1|chaos xiphon interceptor|6+|3+|6|7|12|3|3+|235.0||1|False
1324|1|zhufor the impaler|2+|2+|5|4|6|6|2+|140.0||1|True
1325|1|necrosius the undying|3+|3+|4|5|5|5|3+|120.0||1|True
1326|1|lord arkos|2+|2+|4|4|5|6|3+|120.0||1|True
1327|1|chaos hellwright|3+|2+|5|5|4|3|2+|85.0||1|True
1328|1|chaos hellwright on dark abeyant|3+|2+|5|6|6|3|2+|120.0||1|True
1329|1|an’ggrath the unbound|2+|4+|10|8|24|8|4+/4+|500.0||1|False
1330|1|uraka the warfiend|2+|3+|7|6|9|6|5+/4+|145.0||1|False
1331|1|samus|2+|4+|7|7|12|6|4+|200.0||1|True
1332|1|zarakynel|2+|3+|7|7|18|6|5+/4+|400.0||1|False
1333|1|aetaos’rau’keres|2+|2+|8|8|27|6|5+/3+|650.0||1|False
1334|1|mamon transfigured|2+|3+|7|7|9|5|5+/4+|130.0||1|False
1335|1|cor’bax utterblight|2+|3+|7|8|12|5|5+/4+|180.0||1|False
1336|1|plague toad|4+|4+|5|5|4|3|6+|38.0||3-6|True
1337|1|pox rider|4+|4+|5|5|5|3|6+|45.0||3-6|False
1338|1|spined chaos beast|3+|4+|7|7|12|5|4+|150.0||1|True
1339|1|giant chaos spawn|4+|4+|6|6|10|6+d6|4+|140.0||1|True
1340|1|scabeiathrax the bloated|2+|3+|8|9|21|5|5+/4+|425.0||1|False
1343|1|chaos vindicator laser destroyer|6+|3+|6|8|11|3|3+|175.0||1|False
1344|1|primaris captain|2+|2+|4|4|6|5|3+|90.0||1|False
1345|1|primaris librarian|3+|3+|4|4|5|4|3+|95.0||1|False
1346|1|primaris chaplain|2+|3+|4|4|5|4|3+|85.0||1|False
1347|1|lieutenant|2+|2+|4|4|4|3|3+|70.0||1|False
1348|1|primaris apothecary|3+|3+|4|4|5|4|3+|80.0||1|False
1349|1|reiver|3+|3+|4|4|2|2|3+|18.0||4-9|False
1349|2|reiver sergeant|3+|3+|4|4|2|3|3+|18.0||1|False
1350|1|aggressor|3+|3+|4|5|3|3|3+|40.0||2-5|False
1350|2|aggressor sergeant|3+|3+|4|5|3|4|3+|40.0||1|False
1351|1|redemptor dreadnought|3+|3+|7|7|13|4|3+|185.0||1|False
1352|1|repulsor|6+|3+|8|8|16|6|3+|270.0||1|False
1353|1|khârn the betrayer|2+|2+|6|4|6|6|3+|140.0||1|False
1354|1|lucius the eternal|2+|2+|5|4|6|5|3+|120.0||1|False
1355|1|exalted champion|2+|2+|4|4|5|5|3+|90.0||1|False
1360|1|grand master in nemesis dreadknight|2+|2+|6|6|13|6|2+|160.0||1|False
1361|1|brotherhood librarian|3+|3+|4|4|5|4|2+|105.0||1|False
1362|1|brotherhood chaplain|2+|3+|4|4|5|4|2+|110.0||1|False
1363|1|stormhawk interceptor|6+|3+|6|7|10|3|3+|185.0||1|False
1364|1|stormtalon gunship|6+|3+|6|6|10|3|3+|165.0||1|False
1367|1|foul blightspawn|3+|3+|4|5|4|4|3+|90.0||1|False
1368|1|biologus putrifier|3+|3+|4|5|4|4|3+|65.0||1|False
1369|1|plague surgeon|3+|3+|4|5|4|4|3+|75.0||1|False
1370|1|tallyman|3+|3+|4|5|4|4|3+|70.0||1|False
1371|1|deathshroud terminator|2+|3+|4|5|3|4|2+|50.0||2-5|False
1371|2|deathshroud champion|2+|3+|4|5|3|5|2+|50.0||1|False
1372|1|blightlord terminator|3+|3+|4|5|3|3|2+|40.0||4-9|False
1372|2|blightlord champion|3+|3+|4|5|3|4|2+|40.0||1|False
1374|1|myphitic blight-hauler|3+|3+|6|7|9|4|3+|120.0||1-3|False
1376|1|plagueburst crawler|6+|3+|7|8|12|4|3+|135.0||1|False
1377|1|mortarion|2+|2+|8|8|18|7|3+|450.0||1|False
1383|1|mukaali rider|4+|4+|3|5|3|1|4+|22.0||2-5|False
1383|2|mukaali rider sergeant|4+|4+|3|5|3|2|4+|22.0||1|False
1385|1|grot bomm launcha|3+|5+|4|5|6|4|4+|50.0||1|False
1386|1|attack fighta|5+|5+|6|6|12|3|4+|120.0||1|True
1387|1|fighta-bommer|5+|5+|6|6|14|3|4+|140.0||1|False
1388|1|dethrolla battle fortress|5+|5+|8|8|24|9|4+|310.0||1|False
1389|1|kill krusha|5+|5+|8|8|24|8|4+|290.0||1|False
1390|1|raven strike fighter|6+|3+|6|6|10|3|4+|150.0||1|True
1391|1|knarloc riders|3+|4+|3|4|4|1|4+|30.0||3-6|True
1392|1|great knarloc|3+|4+|7|6|9|4|4+|65.0||1|False
1393|1|firestorm|6+|3+|6|7|12|3|3+|130.0||1|False
1394|1|ministorum priest|4+|4+|3|3|4|3|6+|40.0||1|False
1395|1|crusader|3+|4+|3|3|1|2|4+|16.0||2-10|False
1396|1|tech-priest enginseer|4+|4+|4|4|4|2|3+|35.0||1|False
1397|1|servitor|5+|5+|3|3|1|1|4+|||4|False
1398|1|ogryn bodyguard|3+|4+|5|5|6|4|5+|50.0||1|False
1400|1|bonesinger|3+|3+|3|3|4|1|6+|70.0||1|True
1401|1|neurothrope|5+|3+|5|5|6|2|5+|100.0||1|False
1402|1|screamer-killer|3+|4+|6|7|9|10|2+|130.0||1-3|False
1403|1|thornback|3+|4+|6|7|9|4|2+|130.0||1-3|False
1406|1|sly marbo|2+|2+|3|3|4|4|5+|60.0||1|False
1446|1|trajann valoris|2+|2+|5|5|8|6|2+|200.0||1|False
1447|1|shield-captain|2+|2+|5|5|7|6|2+|105.0||1|False
1448|1|shield-captain in allarus terminator armour|2+|2+|5|5|8|6|2+|115.0||1|False
1449|1|shield-captain on dawneagle jetbike|2+|2+|5|6|9|6|2+|160.0||1|False
1450|1|custodian warden|2+|2+|5|5|3|4|2+|50.0||3-10|False
1451|1|vexilus praetor|2+|2+|5|5|6|4|2+|105.0||1|False
1452|1|vexilus praetor in allarus terminator armour|2+|2+|5|5|7|4|2+|115.0||1|False
1453|1|allarus custodian|2+|2+|5|5|4|4|2+|60.0||1-6|False
1454|1|vertus praetor|2+|2+|5|6|5|4|2+|80.0||3-6|False
1455|1|bloodmaster|2+|3+|6|5|4|5|4+/4+|90.0||1|False
1456|1|skullmaster|2+|3+|6|6|7|5|4+/4+|130.0||1|False
1458|1|contemptor-achillus dreadnought|2+|2+|7|7|9|5|2+|170.0||1|False
1460|1|caladius grav-tank|6+|2+|6|7|14|3|3+|205.0||1|False
1461|1|coronus grav-carrier|6+|2+|7|8|18|3|3+|220.0||1|False
1462|1|changecaster|4+|3+|3|4|5|2|6+/3+|80.0||1|False
1463|1|fateskimmer|4+|3+|3|6|9|2|5+/3+|140.0||1|False
1464|1|fluxmaster|4+|3+|3|4|6|2|6+/3+|110.0||1|False
1465|1|rotigus|2+|3+|7|9|24|6|5+/4+|320.0||1|False
1466|1|horticulous slimux|2+|2+|5|7|9|4|4+/4+|140.0||1|False
1467|1|poxbringer|2+|3+|5|6|6|3|5+/4+|90.0||1|False
1468|1|sloppity bilepiper|2+|3+|5|6|6|3|5+/4+|85.0||1|False
1469|1|spoilpox scrivener|2+|3+|5|6|6|3|5+/4+|100.0||1|False
1470|1|feculent gnarlmaw|-|-|6|7|9|-|4+/3+|||1|False
1472|1|tzaangor shaman|3+|3+|4|4|4|3|6+|70.0||1|False
