id|name|faction_id|source_id|role|unit_composition|Cost|cost_per_unit
1222|vaylund cal|sm|145.0|hq|vaylund cal is equipped with: flamer; masterwork plasma cutter; medusan hammer; 2 servo-arms. your army can only include one vaylund cal model.||False
1223|zhrukhal androcles|sm|145.0|hq|zhrukal androcles is equipped with: combi-melta; stonefist; frag grenades; krak grenades. your army can only include one zhrukhal androcles model.||False
1224|lord inquisitor hector rex|inq|146.0|hq|hector rex is equipped with: masterwork bolt pistol; arias. your army can only include one hector rex model.||False
1225|inquisitor solomon lok|inq|146.0|hq|solomon lok is equipped with: psi bolt pistol, blade of surety. your army can only include one solomon lok model.||False
1226|hecaton aiakos|sm|146.0|hq|hecaton aiakos is equipped with: heavy plasma cannon; storm bolter; dreadnought combat weapon. your army can only include one hecaton aiakos model.||False
1237|valkyrie sky talon|am|145.0|flyers|a valkyrie sky talon is equipped with: heavy bolter; 2 hellstrike missiles.||False
1249|renegade commander|rah|145.0|hq|a renegade commander is equipped with: laspistol; brutal assault weapon.||False
1250|malefic lord|rah|145.0|hq|a malefic lord is equipped with: bare hands.||False
1251|rogue psyker coven|rah|145.0|hq|every model is equipped with nothing.||False
1252|renegade cultists|rah|145.0|troops|if this unit contains between 11 and 20 or more models, it has power rating 5. if this unit contains 21 or more models, it has power rating 7. every model is equipped with: autogun.||False
1253|renegade militia squad|rah|145.0|troops|if this unit contains between 11 and 20 or more models, it has power rating 6. every model is equipped with: autogun.||False
1254|renegade mutant rabble|rah|145.0|troops|if this unit contains between 11 and 20 or more models, it has power rating 7. if this unit contains 21 or more models, it has power rating 10. every model is equipped with: laspistol; frag grenades.||False
1255|renegade chaos spawn|rah|145.0|fast attack|if this unit contains 2 models, it has power rating 2. if this unit contains 3 models, it has power rating 3. if this unit contains 4 models, it has power rating 4. if this unit contains 5 models, it has power rating 5. every model is equipped with: hideous mutations.||False
1256|renegade command squad|rah|145.0|elites|if this unit contains between 5 and 9 models, it has power rating 5. if this unit contains 10 or more models, it has power rating 7. every model is equipped with: autogun; frag grenades.||False
1257|renegade disciple squad|rah|145.0|elites|if this unit contains between 6 and 10 models, it has power rating 4. if this unit contains 11 or more models, it has power rating 6. every model is equipped with: autogun; frag grenades.||False
1258|renegade enforcer|rah|145.0|elites|a renegade enforcer is equipped with: laspistol; brutal assault weapon; frag grenades.||False
1259|renegade marauder squad|rah|145.0|elites|if this unit contains 5 or more marauder models, it has power rating 4. increase this unit’s power rating by +1 for each brute model it includes. every marauder and marauder chief model is equipped with: autogun; frag grenades; krak grenades. every brute model is equipped with: brute combat weapon.||False
1260|renegade ogryn beast handlers|rah|145.0|elites|if this unit contains 5 or more models, it has power rating 6. every chaos mauler hound model is equipped with: befouled fangs and claws. the ogryn pack master is equipped with: mauler goad; ripper claw; frag grenades.||False
1261|renegade ogryn brutes|rah|145.0|elites|if this unit contains between 4 and 6 models, it has power rating 11. if this unit contains between 7 and 9 models, it has power rating 16. if this unit contains 10 or more models, it has power rating 22. every model is equipped with: ogryn weapon; frag grenades.||False
1262|renegade plague ogryns|rah|145.0|elites|if this unit contains between 4 and 6 models, it has power rating 10. if this unit contains between 7 or more models, it has power rating 15. every model is equipped with: ogryn plague claws.||False
1263|renegade heavy weapons squad|rah|145.0|heavy support|if this unit contains 4 or more models, it has power rating 8. every model is equipped with: autogun; heavy stubber; frag grenades.||False
1264|chimera|rah|16.0|dedicated transport|a chimera is a single model equipped with a multi-laser, a heavy bolter and two lasgun arrays.||False
1265|hellhounds|rah|16.0|fast attack|this unit contains 1 hellhound, devil dog or bane wolf. it can include 1 additional hellhound, devil dog or bane wolf (power rating +6) or 2 additional hellhounds, devil dogs and/or bane wolves in any combination (power rating +12).&nbsp;• each hellhound is equipped with a heavy bolter and an inferno cannon.&nbsp;• each devil dog is equipped with a heavy bolter and a melta cannon.&nbsp;• each bane wolf is equipped with a heavy bolter and a chem cannon.||False
1266|scout sentinels|rah|16.0|fast attack|this unit contains 1 scout sentinel. it can include 1 additional scout sentinel (power rating +3) or 2 additional scout sentinels (power rating +6). each model is equipped with a multi-laser.||False
1267|armoured sentinels|rah|16.0|fast attack|this unit contains 1 armoured sentinel. it can include 1 additional armoured sentinel (power rating +3) or 2 additional armoured sentinels (power rating +6). each model is equipped with a multi-laser.||False
1268|salamander scout tank|rah|145.0|fast attack|if this unit contains 2 models, it has power rating 6. if it contains 3 models, it has power rating 9. every model is equipped with: autocannon; heavy bolter.||False
1269|arvus lighter|rah|146.0|flyers|an arvus lighter has no equipment.||False
1270|valkyries|rah|16.0|flyers|this unit contains 1 valkyrie. it can include 1 additional valkyrie (power rating +7) or 2 additional valkyries (power rating +14). each model is equipped with a multi-laser and hellstrike missiles.||False
1271|leman russ battle tanks|rah|16.0|heavy support|this unit contains 1 leman russ battle tank. it can include 1 additional leman russ battle tank (power rating +10) or 2 additional leman russ battle tanks (power rating +20). each model is equipped with a battle cannon and a heavy bolter.||False
1273|basilisks|rah|16.0|heavy support|this unit contains 1 basilisk. it can include 1 additional basilisk (power rating +7) or 2 additional basilisks (power rating +14). each model is equipped with an earthshaker cannon and a heavy bolter.||False
1274|medusa carriage battery|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 12. if this unit contains 3 models, it has power rating 18. every model is equipped with: medusa siege cannon. each medusa carriage model has 5 separate guardsman crew models.||False
1275|griffon mortar carrier|rah|145.0|heavy support|if this unit contains 2 models, it has power rating 8. if it contains 3 models, it has power rating 12. every model is equipped with: heavy bolter; griffon heavy mortar.||False
1276|wyverns|rah|16.0|heavy support|this unit contains 1 wyvern. it can include 1 additional wyvern (power rating +8) or 2 additional wyverns (power rating +16). each model is equipped with a wyvern quad stormshard mortar and a heavy bolter.||False
1277|hydras|rah|16.0|heavy support|this unit contains 1 hydra. it can include 1 additional hydra (power rating +6) or 2 additional hydras (power rating +12). each model is equipped with a hydra quad autocannon and a heavy bolter.||False
1278|colossus bombards|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: colossus siege mortar.||False
1280|rapier laser destroyer battery|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 10. if this unit contains 3 models, it has power rating 15. every model is equipped with: laser destroyer; lasgun; frag grenades. each rapier laser destroyer model has 1 separate guardsman crew model.||False
1281|heavy quad launcher battery|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 10. if this unit contains 3 models, it has power rating 15. every model is equipped with: heavy quad launcher. each heavy quad launcher model has 3 separate guardsman crew models.||False
1282|heavy mortar battery|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 8. if this unit contains 3 models, it has power rating 12. every model is equipped with: heavy mortar. each heavy mortar model has 3 separate guardsman crew models.||False
1283|malcador|rah|146.0|heavy support|a malcador is equipped with: 2 autocannons; battle cannon; heavy bolter.||False
1284|minotaur|rah|146.0|lords of war|a minotaur is equipped with: minotaur twin earthshaker cannon; adamantium tracks.||False
1285|malcador defender|rah|146.0|heavy support|a malcador defender is equipped with: demolisher cannon; 7 heavy bolters.||False
1286|baneblade|rah|16.0|lords of war|a baneblade is a single model equipped with an autocannon, a baneblade cannon, a demolisher cannon, a twin heavy bolter and adamantium tracks.||False
1287|armageddon-pattern medusas|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: medusa siege cannon; heavy bolter.||False
1288|earthshaker carriage battery|rah|146.0|heavy support|if this unit contains 2 models, it has power rating 12. if this unit contains 3 models, it has power rating 18. every model is equipped with: earthshaker cannon. each earthshaker carriage model has 5 separate guardsman crew models.||False
1289|macharius|rah|146.0|lords of war|a macharius is equipped with: 2 heavy stubbers; macharius twin battle cannon; twin heavy stubber; adamantium tracks.||False
1290|macharius omega|rah|145.0|lords of war|a macharius omega is equipped with: omega-pattern plasma blastgun.||False
1291|macharius vanquisher|rah|146.0|lords of war|a macharius vanquisher is equipped with: 2 heavy stubbers; macharius twin vanquisher cannon; twin heavy stubber; adamantium tracks.||False
1292|macharius vulcan|rah|146.0|lords of war|a macharius vulcan is equipped with: 2 heavy stubbers; macharius vulcan mega-bolter; twin heavy stubber; adamantium tracks.||False
1293|blood slaughterer|csm|146.0|fast attack|a blood slaughterer is equipped with: impaler harpoon; slaughter blade.||False
1294|greater blight drone|csm|146.0|fast attack|a greater blight drone is equipped with: bile maw; blightreaper cannon; greater plague probe.||False
1295|decimator|csm|146.0|elites|a decimator is equipped with 2 decimator butcher cannons.||False
1296|plague hulk of nurgle|cd|145.0|heavy support|a plague hulk of nurgle is equipped with: rancid vomit; rot cannon; iron claw.||False
1297|kytan ravager|csm|146.0|lords of war|a kytan ravager is equipped with: kytan gatling cannon; kytan cleaver.||False
1298|greater brass scorpion|csm|146.0|lords of war|a greater brass scorpion is equipped with: demolisher cannon; scorpion cannon; 2 hellmaw flame cannons; hellcrusher claws.||False
1299|chaos contemptor dreadnought|csm|146.0|elites|a chaos contemptor dreadnought is equipped with: 2 hellforged heavy plasma cannons.||False
1300|chaos land raider proteus|csm|146.0|heavy support|a chaos land raider proteus is equipped with: 2 twin lascannons.||False
1301|chaos land raider achilles|csm|146.0|heavy support|a chaos land raider achilles is equipped with: quad launcher; 2 twin hellforged multi-meltas.||False
1302|chaos deimos predator|csm|145.0|heavy support|a chaos deimos predator is equipped with: plasma destroyer.||False
1303|chaos whirlwind scorpius|csm|146.0|heavy support|a chaos whirlwind scorpius is equipped with: scorpius multi-launcher.||False
1304|chaos sicaran battle tank|csm|146.0|heavy support|a chaos sicaran battle tank is equipped with: heavy bolter; herakles-pattern autocannon.||False
1305|chaos sicaran venator|csm|146.0|heavy support|a chaos sicaran venator is equipped with: heavy bolter; sicaran laser cannon.||False
1306|chaos spartan|csm|146.0|lords of war|a chaos spartan is equipped with: 2 quad lascannons; twin heavy bolter; crushing tracks.||False
1307|chaos deredeo dreadnought|csm|146.0|elites|a chaos deredeo dreadnought is equipped with: anvillus autocannon battery; twin heavy bolter.||False
1308|chaos rapier carrier|csm|146.0|heavy support|a chaos rapier carrier is equipped with: boltgun; quad heavy bolter. a chaos rapier carrier unit has 1 separate chaos space marine crew model.||False
1309|chaos leviathan dreadnought|csm|146.0|elites|a chaos leviathan dreadnought is equipped with: 2 heavy flamers; 2 grav-flux bombards.||False
1310|dreadclaw drop pod|csm|146.0|fast attack|a dreadclaw drop pod is equipped with: blade struts; thermal jets.||False
1311|kharybdis assault claw|csm|146.0|lords of war|a kharybdis assault claw is equipped with: 5 kharybdis storm launchers; blade struts; melta array; thermal jet array.||False
1312|chaos cerberus|csm|146.0|lords of war|a chaos cerberus is equipped with: cerberus neutron pulse array; crushing tracks.||False
1313|chaos typhon|csm|146.0|lords of war|a chaos typhon is equipped with: dreadhammer siege cannon; crushing tracks.||False
1314|chaos fellblade|csm|146.0|lords of war|a chaos fellblade is equipped with: demolisher siege cannon; fellblade accelerator cannon; 2 quad lascannons; twin heavy bolter; crushing tracks.||False
1315|chaos falchion|csm|146.0|lords of war|a chaos falchion is equipped with: 2 quad lascannons; twin heavy bolter; twin falchion volcano cannon; crushing tracks.||False
1316|chaos mastodon|csm|146.0|lords of war|a chaos mastodon is equipped with: 2 heavy flamers; 2 lascannons; siege melta array; skyreaper battery; crushing tracks.||False
1317|hell blade|csm|146.0|flyers|a hell blade is equipped with: 2 twin autocannons.||False
1318|hell talon|csm|146.0|flyers|a hell talon is equipped with: havoc autocannon; 2 infernal bombs; twin lascannon.||False
1319|chaos storm eagle gunship|csm|146.0|flyers|a chaos storm eagle gunship is equipped with: twin heavy bolter; 2 twin hellstrike launchers; vengeance launcher.||False
1320|chaos fire raptor gunship|csm|146.0|flyers|a chaos fire raptor gunship is equipped with: twin avenger bolt cannon; 2 twin hellforged autocannons; 2 twin hellstrike launchers.||False
1321|chaos thunderhawk gunship|csm|146.0|lords of war|a chaos thunderhawk gunship is equipped with: 2 lascannons; thunderhawk heavy cannon; 4 twin heavy bolters; thunderhawk cluster bombs.||False
1322|chaos sokar-pattern stormbird|csm|146.0|lords of war|a chaos sokar-pattern stormbird is equipped with: hellstrike missile battery; 3 twin heavy bolters; 4 twin lascannons.||False
1323|chaos xiphon interceptor|csm|146.0|flyers|a chaos xiphon interceptor is equipped with: 2 twin lascannons; xiphon missile battery.||False
1324|zhufor the impaler|csm|145.0|hq|zhufor the impaler is equipped with: demnos bolter; claw of demnos; skulltaker axe. your army can only include one zhufor the impaler model.||False
1325|necrosius the undying|dg|145.0|hq|necrosius the undying is equipped with: pox pistol; tainted force blade; blight grenades; krak grenades. your army can only include one necrosius the undying model.||False
1326|lord arkos|csm|145.0|hq|lord arkos is equipped with: combi-melta; black blade of venom; frag grenades; krak grenades. your army can only include one lord arkos model.||False
1327|chaos hellwright|csm|145.0|hq|a chaos hellwright is equipped with: flamer; soulburner pistol; voidcutter; infernal axe; mechatendrils.||False
1328|chaos hellwright on dark abeyant|csm|145.0|hq|a chaos hellwright is equipped with: flamer; soulburner pistol; voidcutter; warpfire lance; infernal axe; mechatendrils.||False
1329|an’ggrath the unbound|cd|146.0|lords of war|an’ggrath the unbound is equipped with: an'ggrath's axe of khorne; bloodlash. your army can only include one an’ggrath the unbound model.||False
1330|uraka the warfiend|cd|146.0|hq|uraka the warfiend is equipped with: the executioner’s axe. your army can only include one uraka the warfiend model.||False
1331|samus|cd|145.0|hq|samus is equipped with: slaughtering blade. your army can only include one samus model.||False
1332|zarakynel|cd|146.0|lords of war|zarakynel is equipped with: slicing claws; the souleater blade. your army can only include one zarakynel model.||False
1333|aetaos’rau’keres|cd|146.0|lords of war|aetaos’rau’keres is equipped with: the staff of cataclysm; warpfire talons. your army can only include one aetaos’rau’keres model.||False
1334|mamon transfigured|cd|146.0|hq|mamon transfigured is equipped with: contagion spray; fist of decay. your army can only include one mamon transfigured model.||False
1335|cor’bax utterblight|cd|146.0|hq|cor’bax utterblight is equipped with: gaping maw. your army can only include one cor’bax utterblight model.||False
1336|plague toads|cd|145.0|fast attack|if this unit has 4 or more models, it has power rating 10. every model is equipped with: grasping tongue; yawning maw.||False
1337|pox riders|cd|145.0|fast attack|if this unit has 4 or more models, it has power rating 14. every model is equipped with: grasping tongue; pox rider plaguesword; yawning maw.||False
1338|spined chaos beast|cd|145.0|heavy support|a spined chaos beast is equipped with: jagged claws; tusked maw.||False
1339|giant chaos spawn|cd|145.0|heavy support|a giant chaos spawn is equipped with: churning fangs and claws.||False
1340|scabeiathrax the bloated|cd|146.0|lords of war|scabeiathrax the bloated is equipped with: blade of decay; horrific vomit; nurglings claws. your army can only include one scabeiathrax the bloated model.||False
1343|chaos vindicator laser destroyer|csm|146.0|heavy support|a chaos vindicator laser destroyer is equipped with: combi-bolter; laser volley cannon.||False
1344|primaris captain|sm|139.0|hq|a primaris captain is equipped with: bolt pistol; master-crafted auto bolt rifle; frag grenades; krak grenades.||False
1345|primaris librarian|sm|139.0|hq|a primaris librarian is equipped with: bolt pistol; force sword; frag grenades; krak grenades.||False
1346|primaris chaplain|sm|139.0|hq|a primaris chaplain is equipped with: absolvor bolt pistol; crozius arcanum; frag grenades; krak grenades.||False
1347|lieutenant|sm|139.0|hq|a lieutenant is equipped with: bolt pistol; master-crafted boltgun; astartes chainsword; frag grenades; krak grenades.||False
1348|primaris apothecary|sm|139.0|elites|a primaris apothecary is equipped with: absolvor bolt pistol; reductor pistol; frag grenades; krak grenades.||False
1349|reiver squad|sm|139.0|elites|if this unit contains 6 or more models, it has power rating 10. every model is equipped with: special issue bolt pistol; combat knife; frag grenades; krak grenades.||False
1350|aggressor squad|sm|139.0|elites|if this unit contains 4 or more models, it has power rating 12. every model is equipped with: 2 flamestorm gauntlets.||False
1351|redemptor dreadnought|sm|139.0|elites|a redemptor dreadnought is equipped with: 2 fragstorm grenade launchers; heavy flamer; heavy onslaught gatling cannon; redemptor fist.||False
1352|repulsor|sm|139.0|heavy support|a repulsor is equipped with: heavy onslaught gatling cannon; icarus ironhail heavy stubber; ironhail heavy stubber; 2 krakstorm grenade launchers; 2 storm bolters; twin heavy bolter; hunter-slayer missile; auto launchers.||False
1353|khârn the betrayer|csm|197.0|hq|khârn the betrayer is equipped with: khârn’s plasma pistol; gorechild; frag grenades; krak grenades. your army can only include one khârn the betrayer model.||False
1354|lucius the eternal|csm|12.0|hq|lucius the eternal equipped with: doom siren; duellist’s sword; frag grenades; krak grenades. your army can only include one lucius the eternal model.||False
1355|exalted champion|csm|12.0|hq|an exalted champion is equipped with: bolt pistol; combi-melta; exalted power axe; frag grenades; krak grenades.||False
1360|grand master in nemesis dreadknight|gk|13.0|hq|a grand master in nemesis dreadknight is equipped with: 2 dreadfists.||False
1361|brotherhood librarian|gk|13.0|hq|a brotherhood librarian is equipped with: nemesis warding stave; frag grenades; krak grenades.||False
1362|brotherhood chaplain|gk|13.0|hq|a brotherhood chaplain is equipped with: storm bolter; crozius arcanum; frag grenades; krak grenades.||False
1363|stormhawk interceptor|gk|13.0|flyers|a storm hawk interceptor is equipped with: 2 assault cannons; las-talon; skyhammer missile launcher; infernum halo-launcher.||False
1364|stormtalon gunship|gk|13.0|flyers|a stormtalon gunship is equipped with: skyhammer missile launcher; twin assault cannon.||False
1367|foul blightspawn|dg|14.0|elites|a foul blightspawn is equipped with: plague sprayer; blight grenades; krak grenades; unholy death’s head grenade.||False
1368|biologus putrifier|dg|14.0|elites|a biologus putrifier is equipped with: injector pistol; plague knife; hyper blight grenades; krak grenades.||False
1369|plague surgeon|dg|14.0|elites|a plague surgeon is equipped with: bolt pistol; balesword; blight grenades; krak grenades.||False
1370|tallyman|dg|14.0|elites|a tallyman is equipped with: plasma pistol; blight grenades; krak grenades.||False
1371|deathshroud terminators|dg|14.0|elites|if this unit contains 4 or more models, it has power rating 18. every model is equipped with: plaguespurt gauntlet; manreaper.||False
1372|blightlord terminators|dg|14.0|elites|if this unit contains 6 or more models, it has power rating 20. every model is equipped with: combi-bolter; balesword.||False
1374|myphitic blight-haulers|dg|14.0|fast attack|if this unit contains 2 models, it has power rating 14. if this unit contains 3 models, it has power rating 21. every model is equipped with: bile spurt; missile launcher; multi-melta; gnashing maw.||False
1376|plagueburst crawler|dg|14.0|heavy support|a plagueburst crawler is equipped with: plagueburst mortar; heavy slugger; 2 entropy cannons.||False
1377|mortarion|dg|14.0|lords of war|mortarion is equipped with: the lantern; attendants’ claws and teeth; silence; phosphex bombs. your army can only include one mortarion model.||False
1383|mukaali riders|am|145.0|fast attack|if this unit contains 4 or more models, it has power rating 6. every model is equipped with: laspistol; hunting lance; stomping feet; frag grenades.||False
1385|grot bomm launcha|ork|145.0|fast attack|a grot bomm launcha is equipped with: grot-guided bomm.||False
1386|attack fighta|ork|145.0|flyers|an attack fighta is equipped with: 2 twin big shootas.||False
1387|fighta-bommer|ork|145.0|flyers|a fighta-bommer is equipped with: 3 twin big shootas.||False
1388|dethrolla battle fortress|ork|145.0|lords of war|a dethrolla battle fortress is equipped with: kannon; 2 twin big shootas; 2 zzap guns; deff rolla.||False
1389|kill krusha|ork|145.0|lords of war|a kill krusha is equipped with: krusha kannon.||False
1390|raven strike fighter|dru|145.0|flyers|a raven strike fighter is equipped with: 2 dark lances; splinterstorm cannon.||False
1391|knarloc riders|tau|145.0|fast attack|if this unit contains 4 or more models, it has power rating 8. every model is equipped with: kroot rifle; knarloc beak and talons.||False
1392|great knarloc|tau|145.0|heavy support|a great knarloc is equipped with: great knarloc beak and talons.||False
1393|firestorm|ae|145.0|heavy support|a firestorm is equipped with: firestorm scatter laser; twin shuriken catapult.||False
1394|ministorum priest|am|16.0|elites|a ministorum priest is a single model armed with a laspistol, frag grenades and krak grenades.||False
1395|crusaders|am|16.0|elites|this unit contains 2 crusaders. it may contain up to 2 additional crusaders (power rating +2), up to 4 additional crusaders (power rating +4), up to 6 additional crusaders (power rating +6) or up to 8 additional crusaders (power rating +8). each crusader is armed with a power sword.||False
1396|tech-priest enginseer|am|16.0|elites|a tech-priest enginseer is a single model armed with an omnissian axe, a laspistol and a servo-arm.||False
1397|servitors|am|16.0|elites|this unit contains 4 servitors. each servitor is armed with a servo-arm.|30.0|True
1398|ogryn bodyguard|am|16.0|elites|an ogryn bodyguard is a single model armed with a ripper gun, a huge knife and frag bombs.||False
1400|bonesinger|ae|108.0|elites|a bonesinger is a single model equipped with: psytronome shaper.||False
1401|neurothrope|tyr|20.0|hq|||False
1402|screamer-killers|tyr|20.0|heavy support|if this unit contains 2 models, it has power rating 14. if this unit contains 3 models, it has power rating 21. every model is equipped with: 1 bio-plasmic scream; 4 screamer-killer talons.||False
1403|thornbacks|tyr|20.0|heavy support|if this unit contains 2 models, it has power rating 14. if this unit contains 3 models, it has power rating 21. every model is equipped with: 2 devourers with brainleech worms; 2 carnifex scything talons.||False
1406|sly marbo|am|22.0|elites|sly marbo is a single model. he is armed with a ripper pistol, frag grenades and an envenomed blade. only one of this model may be included in your army.||False
1446|trajann valoris|ac|24.0|hq|trajann valoris is equipped with: watcher’s axe; misericordia. your army can only include one trajann valoris model.||False
1447|shield-captain|ac|24.0|hq|a shield-captain is equipped with: guardian spear.||False
1448|shield-captain in allarus terminator armour|ac|24.0|hq|a shield-captain in allarus terminator armour is equipped with: balistus grenade launcher; guardian spear.||False
1449|shield-captain on dawneagle jetbike|ac|24.0|hq|a shield-captain on dawneagle jetbike is equipped with: hurricane bolter; interceptor lance.||False
1450|custodian wardens|ac|24.0|elites|if this unit contains 4-5 models, it has power rating 12. if this unit contains 6-8 models, it has power rating 20. if this unit contains 9 or more models, it has power rating 25. every model is equipped with: guardian spear.||False
1451|vexilus praetor|ac|24.0|elites|a vexilus praetor is equipped with: guardian spear; vexilla defensor.||False
1452|vexilus praetor in allarus terminator armour|ac|24.0|elites|a vexilus praetor in allarus terminator armour is equipped with: balistus grenade launcher; vexilla defensor.||False
1453|allarus custodians|ac|24.0|elites|increase this unit’s power rating by +3 for every additional model it includes. every model is equipped with: balistus grenade launcher; guardian spear.||False
1454|vertus praetors|ac|24.0|fast attack|increase this unit’s power rating by +4 for every additional model it includes. every model is equipped with: hurricane bolter; interceptor lance.||False
1455|bloodmaster|cd|25.0|hq|a bloodmaster is equipped with: blade of blood.||False
1456|skullmaster|cd|25.0|hq|a skullmaster is equipped with: blade of blood; bladed horn.||False
1458|contemptor-achillus dreadnought|ac|146.0|elites|a contemptor-achillus dreadnought is equipped with: achillus dreadspear; 2 lastrum storm bolters.||False
1460|caladius grav-tank|ac|146.0|heavy support|a caladius grav-tank is equipped with: twin iliastus accelerator cannon; twin lastrum bolt cannon.||False
1461|coronus grav-carrier|ac|146.0|dedicated transport|a coronus grav-carrier is equipped with: twin arachnus blaze cannon; twin lastrum bolt cannon.||False
1462|changecaster|cd|25.0|hq|a changecaster is equipped with: ritual dagger.||False
1463|fateskimmer|cd|25.0|hq|a fateskimmer is equipped with: ritual dagger; screamer bites.||False
1464|fluxmaster|cd|25.0|hq|a fluxmaster is equipped with: disc blades; ritual dagger.||False
1465|rotigus|cd|25.0|hq|rotigus is equipped with: streams of brackish filth; fanged maw; gnarlrod; nurgling claws. your army can only include one rotigus model.||False
1466|horticulous slimux|cd|25.0|hq|horticulous slimux is equipped with: acidic maw; lopping shears. your army can only include one horticulous slimux model.||False
1467|poxbringer|cd|25.0|hq|a poxbringer is equipped with: foul balesword.||False
1468|sloppity bilepiper|cd|25.0|hq|a sloppity bilepiper is equipped with: marotter.||False
1469|spoilpox scrivener|cd|25.0|hq|a spoilpox scrivener is equipped with: disgusting sneezes; distended maw; plaguesword.||False
1470|feculent gnarlmaw|cd|25.0|fortifications|a feculent gnarlmaw has no equipment.|75.0|True
1472|tzaangor shaman|ts|27.0|elites|a tzaangor shaman is equipped with: disc blades; force stave; disc of tzeentch.||False
1474|tzaangor enlightened|ts|27.0|fast attack|if this unit contains 4-6 models, it has power rating 6. every model is equipped with: disc blades; divining spear; disc of tzeentch.||False
1476|mutalith vortex beast|ts|27.0|heavy support|a mutalith vortex beast is equipped with: betentacled maw; mutalith claws.||False
1477|commander in crisis battlesuit|tau|28.0|hq|a commander in crisis battlesuit is equipped with: burst cannon.||False
1478|commander in enforcer battlesuit|tau|28.0|hq|a commander in enforcer battlesuit is equipped with: burst cannon.||False
1479|telemon heavy dreadnought|ac|146.0|heavy support|a telemon heavy dreadnought is equipped with: 2 iliastus accelerator culverin; spiculus bolt launcher.||False
1481|armiger helverin|qi|34.0|lords of war|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: 2 armiger autocannons; meltagun.||False
1482|armiger warglaive|qi|34.0|lords of war|if this unit contains 2 models, it has power rating 16. if this unit contains 3 models, it has power rating 24. every model is equipped with: meltagun; thermal spear; reaper chain-cleaver.||False
1483|knight preceptor|qi|34.0|lords of war|a knight preceptor is equipped with: las-impulsor, preceptor multi-laser; reaper chainsword; titanic feet.||False
1484|canis rex|qi|34.0|lords of war|canis rex is equipped with: las-impulsor, preceptor multi-laser; freedom’s hand; titanic feet. sir hekhtur begins the battle piloting canis rex (see the sir hekhtur ability below). your army can only include 1 canis rex model.||False
1485|knight castellan|qi|34.0|lords of war|a knight castellan is equipped with: plasma decimator; 4 shieldbreaker missiles; 2 twin meltaguns; twin siegebreaker cannon; volcano lance; titanic feet.||False
1486|knight valiant|qi|34.0|lords of war|a knight valiant is equipped with: conflagration cannon; 4 shieldbreaker missiles; thundercoil harpoon; 2 twin meltaguns; twin siegebreaker cannon; titanic feet.||False
1521|astraeus|sm|146.0|lords of war|an astraeus is equipped with: ironhail heavy stubber; 2 astraeus las-rippers; storm bolter; twin heavy bolter; twin macro-accelerator cannon.||False
1522|gabriel angelos|sm|146.0|hq|gabriel angelos is equipped with: god-splitter. your army can only include one gabriel angelos model.||False
1523|sicaran arcus|sm|146.0|heavy support|a sicaran arcus is equipped with: arcus multi-launcher; heavy bolter||False
1524|sicaran omega|sm|146.0|heavy support|a sicaran omega is equipped with: heavy bolter; omega plasma array.||False
1525|secutarii hoplites|adm|146.0|elites|if this unit contains 6 or more models, it has power rating 4. every model is equipped with: arc lance; mag-inverter shield.||False
1526|secutarii peltasts|adm|146.0|elites|if this unit contains 6 or more models, it has power rating 4. every model is equipped with: galvanic caster.||False
1527|terrax-pattern termite|sm|146.0|dedicated transport|a terrax pattern termite is equipped with: terrax melta cutter, 2 terrax storm bolters; termite drill.||False
1532|chaos terrax-pattern termite|csm|146.0|dedicated transport|a chaos terrax-pattern termite is equipped with: terrax melta cutter; 2 terrax combi-bolters; termite drill.||False
1533|terrax-pattern termite|adm|146.0|dedicated transport|a terrax pattern termite is equipped with: terrax melta cutter, 2 terrax storm bolters; termite drill.||False
1536|big mek with shokk attack gun|ork|46.0|hq|a big mek with shokk attack gun is equipped with: shokk attack gun; stikkbombs.||False
1537|deffkilla wartrike|ork|46.0|hq|a deffkilla wartrike is equipped with: killa jet; 3 twin boomstikks; snagga klaw.||False
1538|kustom boosta-blastas|ork|46.0|fast attack|if this unit contains 2 models it has power rating 8. if this unit contains 3 models it has power rating 12. every model is equipped with: 4 burna exhausts; grot blasta; rivet kannon; stikkbombs.||False
1539|shokkjump dragstas|ork|46.0|fast attack|if this unit contains 2 models it has power rating 10. if this unit contains 3 models it has power rating 15. every model is equipped with: kustom shokk rifle; rokkit launcha; saw blades.||False
1540|boomdakka snazzwagons|ork|46.0|fast attack|if this unit contains 2 models it has power rating 10. if this unit contains 3 models it has power rating 15. every model is equipped with: big shoota; grot blasta; mek speshul; burna bottles.||False
1541|megatrakk scrapjets|ork|46.0|fast attack|if this unit contains 2 models it has power rating 10. if this unit contains 3 models it has power rating 15. every model is equipped with: rokkit kannon; 2 twin big shootas; wing missiles; nose drill.||False
